ebird2021,bird_genera,comment
blcbab3,sterrhoptilus,
blcbar1,lybius,
blcbec1,pachyramphus,
blcbul1,neolestes,
blcbul2,rubigula,
blcchl1,chlorophonia,
blccoq1,lophornis,
blccor1,uraeginthus,
blccra1,balearica,
blcfin1,lophospingus,
blcfly1,empidonax,
blcfly2,myiagra,
blcfru1,pipreola,
blcgna1,conopophaga,
blchaw1,busarellus,
blchem1,kleinothraupis,
blchon1,lichmera,
blchon2,melithreptus,
blchor1,ceratogymna,
blchum1,polyerata,
blchum2,eupherusa,
blcjay1,cyanocorax,
blcjay2,cyanolyca,
blckin1,halcyon,
blckin2,actenoides,
blclor1,lorius,
blclor2,vini,
blclov1,agapornis,
blclov2,agapornis,
blcman1,lepidothrix,
blcmon1,symposiachrus,
blcpar1,pyrrhura,
blcpar2,amazona,
blcpar3,geoffroyus,
blcpit1,erythropitta,
blcpri1,prinia,
blcpuf1,eriocnemis,
blcrob1,poecilodryas,
blcsal1,saltator,
blcsis1,spinus,
blcsis2,spinus,
blcspa1,peucaea,
blcspa2,arremon,
blcspe1,zosterops,
blcswa1,atticora,
blcswa2,pygochelidon,
blctan1,stilpnia,
blctan2,sporathraupis,
blctin1,crypturellus,
blctit1,tityra,
blctit4,baeolophus,
blctro1,trogon,
blctyr1,phyllomyias,
blctyr2,taeniotriccus,
blcwar1,basileuterus,
blcwar2,myiothlypis,
blcwax1,brunhilda,
blcwax2,estrilda,
blcwoo1,melanerpes,
blcwoo2,celeus,
blcwoo3,dryobates,
blcwoo5,celeus,
blcyuh1,yuhina,
bldhor1,horizocerus,
blebar1,psilopogon,
blecoc1,cacatua,
blecuc1,chrysococcyx,
blehem1,sphenopsis,
blekin1,alcedo,
blelor1,eos,
blemin1,manorina,
blephe1,crossoptilon,
blesee1,crithagra,
blewhe1,oenanthe,
blfant1,formicarius,
blfant2,myrmoborus,
blfapa1,apalis,
blfbul1,pycnonotus,
blfbun1,emberiza,
blfbus1,telophorus,
blfcan1,crithagra,
blfcor1,phalacrocorax,
blfcot1,conioptilon,
blfcou1,centropus,
blfdac1,dacnis,
blfdot1,elseyornis,
blfflo1,dicaeum,
blffly1,cyornis,
blfgro1,caryothraustes,
blfhaw1,leucopternis,
blfhon1,entomyzon,
blfibi1,theristicus,
blfjac1,galbula,
blflan1,doryfera,
blflau1,trochalopteron,
blflor1,charmosynopsis,
blfmal1,phaenicophaeus,
blfmon1,monarcha,
blfmun1,lonchura,
blfnun1,monasa,
blfowl1,ketupa,
blfpar2,cyanoramphus,
blfpar3,erythrura,
blfpit1,pitta,
blfred1,phoenicurus,
blfrob1,cinclidium,
blfsan1,pterocles,
blfshe1,chionis,
blfsol1,myadestes,
blfspo1,platalea,
blftan1,schistochlamys,
blfter1,chlidonias,
blftyr1,phylloscartes,
blfwar1,abroscopus,
blfwax1,estrilda,
blfwoo1,artamus,
blgant2,thamnophilus,
blgbar1,capito,
blgdov1,claravis,
blgtan1,trichothraupis,
blhant1,formicarius,
blhant2,thamnophilus,
blhant3,percnostola,
blhant4,formicivora,
blhapa1,apalis,
blhbat1,batis,
blhbul1,brachypodius,
blhbun1,emberiza,
blhbuz1,henicopernis,
blhcou1,centropus,
blhcou2,centropus,
blhduc1,heteronetta,
blheag1,spizaetus,
blhfan1,rhipidura,
blhgon1,laniarius,
blhhem1,pseudospingus,
blhher1,ardea,
blhhon1,melithreptus,
blhhum1,riccordia,
blhibi1,threskiornis,
blhjay1,garrulus,
blhlap1,vanellus,
blhlau1,garrulax,
blhmyz1,myzomela,
blhori1,oriolus,
blhpar1,pionus,
blhpar3,psittacula,
blhpar4,pionites,
blhpit1,hydrornis,
blhsal1,saltator,
blhsap1,chrysuronia,
blhsib1,heterophasia,
blhsis1,spinus,
blhspi1,synallaxis,
blhsun1,aglaeactis,
blhtan1,stilpnia,
blhthr1,turdus,
blhtro1,trogon,
blhwax1,estrilda,
blhwea1,ploceus,
blhwhi1,pachycephala,
blhwoo1,picus,
bljbab1,ptilorrhoa,
blkcus1,campephaga,
blkflo1,diglossa,
blkfra,francolinus,
blkgui,cepphus,
blkjac1,florisuga,
blkkit3,milvus,
blkmam,drepanis,
blknod,anous,
blkoys,haematopus,
blkpho,sayornis,
blkrai,laterallus,
blksaw1,psalidoprocne,
blksco1,melanitta,
blksco2,melanitta,
blksit1,daphoenositta,
blkski,rynchops,
blksun1,leptocoma,
blkswa,cygnus,
blkswi,cypseloides,
blkter,chlidonias,
blktur,arenaria,
blkvul,coragyps,
bllcis1,cisticola,
blldac1,dacnis,
bllpar1,tanygnathus,
bllser1,chunga,
blltit1,machlolophus,
blmfin1,coryphaspiza,
blmgos1,accipiter,
blmlea1,chloropsis,
blmtho1,chalcostigma,
blmvir1,vireo,
blnara1,pteroglossus,
blnchl1,chlorophonia,
blncis1,cisticola,
blncra1,grus,
blnere1,eremomela,
blnmon1,hypothymis,
blnmou1,urocolius,
blnori1,oriolus,
blnpar1,tanygnathus,
blnpit1,hydrornis,
blnsto1,ephippiorhynchus,
blnswa2,cygnus,
blnswi1,aerodramus,
blntan1,stilpnia,
blnter1,sterna,
blnwea1,ploceus,
blnwoo1,colaptes,
blophe1,ithaginis,
blpfly1,terpsiphone,
blpyel1,geothlypis,
blrfla1,dinopium,
blrman1,lepidothrix,
blrpar1,psittinus,
blrpit1,hydrornis,
blrwar1,acrocephalus,
blsant1,thamnomanes,
blsbar1,capito,
blsbil1,rhinopomastus,
blsflo1,dicaeum,
blslor1,eos,
blspuf1,malacoptila,
blsrob1,cercotrichas,
blsrob2,poecilodryas,
blsspa1,arremonops,
blswoo1,xiphorhynchus,
bltacc1,prunella,
bltant1,myrmoborus,
bltant2,myrmophylax,
bltant3,frederickena,
bltapa1,apalis,
bltbab1,stachyris,
bltbar1,tricholaema,
bltbar2,psilopogon,
bltbob1,colinus,
bltbri1,heliodoxa,
bltcan1,crithagra,
bltcot1,carpodectes,
bltcou1,centropus,
bltcra1,zapornia,
bltcuc1,cercococcyx,
blteme1,chlorostilbon,
bltfal1,microhierax,
bltfan1,rhipidura,
bltfin1,poephila,
bltfly1,myiobius,
bltgol1,chlorestes,
bltgro1,pheucticus,
bltgro2,saltator,
blthon1,caligavis,
blthum1,saucerottia,
bltjay1,cyanolyca,
bltlau1,pterorhinus,
bltlea1,sclerurus,
bltmac1,ara,
bltmal1,malimbus,
bltman1,anthracothorax,
bltmon1,symposiachrus,
bltmon2,symposiachrus,
bltmot1,aspatha,
bltmun1,lonchura,
bltori1,oriolus,
bltpar1,suthora,
bltpar2,pyrrhura,
bltpuf1,eriocnemis,
bltrob1,poecilodryas,
bltrol1,eurystomus,
bltsal1,saltatricula,
bltspi1,synallaxis,
bltsta1,coeligena,
bltsta2,heliomaster,
bltsun1,aethopyga,
bltthi1,asthenes,
blttit1,tityra,
blttit2,aegithalos,
blttra1,lesbia,
blttro1,trogon,
blttro2,trogon,
bltwax1,glaucestrilda,
bltwhi1,pachycephala,
bltwre1,pheugopedius,
blubun,cyanocompsa,
blubus1,eupodotis,
blucha2,fringilla,
blucha3,fringilla,
blucot1,cotinga,
blucou1,coua,
blucra2,anthropoides,
blucus1,cyanograucalus,
bludac1,dacnis,
bluduc1,hymenolaimus,
bluebo1,northiella,
bluebo4,northiella,
blueth,luscinia,
blufan1,rhipidura,
blufin1,rhopospina,
bluflo1,diglossa,
blugrb1,passerina,
blujay,cyanocitta,
blujeb2,ptilorrhoa,
blulor1,vini,
blumoc,melanotis,
blunut1,sitta,
blupet1,halobaena,
blupit1,hydrornis,
bluqua1,synoicus,
blusee1,amaurospiza,
blusee4,amaurospiza,
bluswa1,hirundo,
blutit,cyanistes,
bluvan1,cyanolanius,
blwbis1,euplectes,
blwbul1,pycnonotus,
blwkoo1,dacelo,
blwlap1,vanellus,
blwlau1,trochalopteron,
blwlea1,chloropsis,
blwlor1,eos,
blwlov1,agapornis,
blwmin1,actinodura,
blwmon1,monarcha,
blwori1,oriolus,
blwpar1,hapalopsittaca,
blwpar2,pyrrhura,
blwpar3,neophema,
blwpit1,pitta,
blwpra1,glareola,
blwsal1,saltator,
blwsno1,montifringilla,
blwtan1,tangara,
blwthr1,myophonus,
blwwar1,acrocephalus,
blyhae1,nisaetus,
blyhor1,rhyticeros,
blykin1,alcedo,
blylew1,phylloscopus,
blypaf1,terpsiphone,
blypip1,anthus,
blyros1,carpodacus,
blyshb1,pteruthius,
blyswi1,apus,
blytra1,tragopan,
bnbpyt1,hemitriccus,
bncbab1,pellorneum,
bncbrt1,talegalla,
bncfly,myiarchus,
bnchor1,bycanistes,
bncjuf1,cyornis,
bncrai1,rallus,
bncwoo2,yungipicus,
bncwoo3,yungipicus,
bnhcow,molothrus,
bnhgul1,chroicocephalus,
bnhnut,sitta,
bnnpar2,poicephalus,
bnrcot1,phoenicircus,
bnsfly1,muscicapa,
bnttre1,certhia,
bnttre2,certhia,
bnweye1,platysteira,
bnwkin1,pelargopsis,
bobeat1,merops,
bobfly1,megarynchus,
bobfly2,cyornis,
bobher1,cochlearius,
boboli,dolichonyx,
bocaka1,sheppardia,
boclon2,motacilla,
bocsun2,nectarinia,
bocwea1,ploceus,
boefly1,bradornis,
bogcuc1,carpococcyx,
bograi1,rallus,
bohsun1,aethopyga,
bohwax,bombycilla,
bohwhi1,pachycephala,
boisha1,leucocarbo,
bokmak1,telophorus,
bolbla1,oreopsar,
bolear1,tarphonomus,
bolpig1,columba,
bolrec1,syndactyla,
bolsla1,thamnophilus,
bolspi1,cranioleuca,
boltap1,scytalopus,
boltyr1,zimmerius,
boneag2,aquila,
bongro1,carpodacus,
bongul,chroicocephalus,
bonhon1,apalopteron,
bonnig1,caprimulgus,
bonpar1,pyrrhura,
bonpet,pterodroma,
bonpig1,columba,
bonthr2,zoothera,
booeag1,hieraaetus,
boorat2,ocreatus,
boorat4,ocreatus,
boowar1,iduna,
bopphe1,polyplectron,
boptyr1,pseudotriccus,
borbar1,psilopogon,
borbri1,pityriasis,
borchi2,poecile,
borcis1,cisticola,
borgrm1,cissa,
borlea1,chloropsis,
borowl,aegolius,
borspi1,arachnothera,
borstu1,urosphena,
bortai1,ocreatus,
bortre1,dendrocitta,
borwhi1,pachycephala,
borwht1,myophonus,
bostib1,mixornis,
botgra,quiscalus,
botlar1,spizocorys,
botspa,peucaea,
botwea1,brachycope,
boubat1,batis,
boucha1,pinarornis,
boucro1,corvus,
bouhon1,stresemannia,
boumon1,monarcha,
boupar2,neophema,
bouthi1,cincloramphus,
bouwre1,campylorhynchus,
bowbab1,ptilocichla,
bowfin1,poospiza,
bowsht1,colluricincla,
boycus1,coracina,
brabus1,laniarius,
bracor,urile,
braeme2,riccordia,
braeme3,riccordia,
brafri1,philemon,
brahor1,lophoceros,
brakit1,haliastur,
bramar1,phedina,
brambl,fringilla,
bramer1,mergus,
brant,branta,
brarub1,clytolaema,
brasta1,sturnia,
braswi1,apus,
bratan1,ramphocelus,
bratap1,scytalopus,
bratea1,amazonetta,
bratin1,crypturellus,
brbant1,grallaria,
brbant2,epinecrophylla,
brbbar1,lybius,
brbbul1,pycnonotus,
brbfai1,chenorhamphus,
brbfai2,chenorhamphus,
brbflo1,dicaeum,
brbfly1,myiagra,
brbfly2,muscicapa,
brbger1,gerygone,
brbhon1,ramsayornis,
brbhum,cynanthus,
brbhum2,cynanthus,
brbmoc1,mimus,
brbmot1,electron,
brbnee1,hirundapus,
brbpar1,touit,
brbpar2,pyrrhura,
brbpar3,lophopsittacus,
brbpri1,pachyptila,
brbpuf1,notharchus,
brbrol1,eurystomus,
brbsan,calidris,
brbscy1,campylorhamphus,
brbsol1,myadestes,
brbswa1,orochelidon,
brbtan1,tangara,
brbtod1,todus,
brbwar1,tickellia,
brbwar2,locustella,
brbwhi1,pachycephala,
brbwoo1,chloropicus,
brcale1,chamaetylas,
brcbar1,capito,
brcdov1,macropygia,
brcfan1,rhipidura,
brcfly1,myiophobus,
brcful1,alcippe,
brclap1,vanellus,
brclau1,trochalopteron,
brcmar1,progne,
brcred1,myioborus,
brcsta1,onychognathus,
brctch1,tchagra,
brctyr,ornithion,
brcvir1,vireo,
brcwea1,ploceus,
brdowl,strix,
brebla,euphagus,
brebul1,hypsipetes,
brephe1,crossoptilon,
brespa,spizella,
bretai1,bradypterus,
brewoo1,campethera,
brfgle1,automolus,
brfowl1,ketupa,
brftan1,thlypopsis,
brfwoo1,dendrocoptes,
brgdov1,alopecoenas,
brgeup1,euphonia,
brgpig1,treron,
brhant1,myrmelastes,
brhapa1,apalis,
brhbar1,psilopogon,
brhcro1,corvus,
brhgre1,hylophilus,
brhgul2,chroicocephalus,
brhhon1,melithreptus,
brhkin1,halcyon,
brhpar1,pyrilia,
brhpar2,poicephalus,
brhthr1,turdus,
brican1,crithagra,
brigra2,schoenicola,
brihon1,bolemoreus,
bripet,hydrobates,
brispa1,peucaea,
briter1,onychoprion,
britit,baeolophus,
brlwar1,phylloscopus,
brnbar1,gymnobucco,
brnbar2,caloramphus,
brnboo,sula,
brncac1,pseudoseisura,
brncre,certhia,
brnfir1,lagonosticta,
brnhao1,ninox,
brnhao3,ninox,
brnhor1,anorrhinus,
brnjay,psilorhinus,
brnnod,anous,
brnowl,tyto,
brnpar1,poicephalus,
brnpel,pelecanus,
brnpig1,columba,
brnpri2,prinia,
brnpri3,prinia,
brnrav1,corvus,
brnshr,lanius,
brnsku3,stercorarius,
brnthr,toxostoma,
brnwar1,curruca,
broacc1,prunella,
brobab1,turdoides,
brobul1,pyrrhula,
brocow,molothrus,
brocow2,molothrus,
brocra1,zapornia,
brodip1,cinclus,
brodro1,dicrurus,
broela1,elaenia,
brofal1,falco,
brofan1,rhipidura,
brofly1,cnipodectes,
broful1,alcippe,
broger1,gerygone,
brogos1,accipiter,
broher,glaucis,
brohon1,lichmera,
broill1,illadopsis,
broinc1,coeligena,
broinc2,coeligena,
brojac1,galbula,
brojac2,brachygalba,
brolga1,antigone,
brolor1,chalcopsitta,
broman1,spermestes,
bromes1,mesitornis,
bronig1,caprimulgus,
bronun1,nonnula,
broori1,oriolus,
bropar1,cholornis,
bropri1,prinia,
broqua1,synoicus,
brosha1,leucocarbo,
brosic1,epimachus,
broson1,cincloramphus,
brosun1,nectarinia,
brotan1,orchesticus,
brotea1,anas,
brotho1,acanthiza,
brotin1,crypturellus,
brotre1,cinclocerthia,
brotre2,climacteris,
brotwi1,clytospiza,
brqdov1,geotrygon,
brratt1,attila,
brrbun1,emberiza,
brrmin1,pericrocotus,
brrsee1,crithagra,
brrtap1,scytalopus,
brrwhe10,zosterops,
brrwhe3,zosterops,
brrwhe4,zosterops,
brrwhe8,zosterops,
brrwhe9,zosterops,
brseag1,circaetus,
brsrob1,cercotrichas,
brtbab1,macronus,
brtbar1,psilopogon,
brtcha1,oenanthe,
brtcom1,polyonymus,
brtcur,numenius,
brtgra2,schoenicola,
brther2,anopetia,
brthum,selasphorus,
brtpar1,eupsittula,
brtpar2,psittacella,
brtplu1,chalybura,
brttho1,chalcostigma,
brubro1,phaps,
brubrt1,aepypodius,
brubru1,nilaus,
brucuc1,cacomantis,
brucuc2,cacomantis,
brufly1,pyrocephalus,
brutin1,nothoprocta,
bruwat1,anthochaera,
brvear1,colibri,
brwcou1,rhinoptilus,
brweye1,zosterops,
brwhaw,buteo,
brwjac1,metopidius,
brwowl1,strix,
brwpar1,pionus,
brwpar2,sinosuthora,
brwrai1,aramides,
brwsta1,aplonis,
brwwar1,phylloscopus,
bryfin1,sicalis,
bryshe1,puffinus,
bsbeye1,phlegopsis,
bsrcha1,cossypha,
bssowl,megascops,
bswdov1,turtur,
bswowl1,aegolius,
btbeat1,merops,
btbeat2,merops,
btbrob1,calliope,
btbsun2,cyanomitra,
btbwar,setophaga,
btfgle1,automolus,
btgsta1,lamprotornis,
bthhue1,pteroptochos,
btmjay,calocitta,
btnhen1,tribonyx,
btnwar,setophaga,
btpgua1,pipile,
btpphe1,polyplectron,
btpwhy1,vidua,
btsfin1,rhopospina,
btstan1,lanio,
btther1,tigrisoma,
btttyr1,hemitriccus,
btttyr2,hemitriccus,
btwbab1,turdinus,
btweye1,platysteira,
btweye2,platysteira,
btywar,setophaga,
bubbab1,pellorneum,
bubbus1,cincloramphus,
bubbut1,turnix,
bubcha1,ortalis,
bubcis1,cisticola,
bubcor1,uraeginthus,
bubcur1,crax,
bubear2,upucerthia,
bubfly,empidonax,
bubgro1,cyanoloxia,
bubgro2,cyanoloxia,
bubhel1,oxypogon,
bubher1,phaethornis,
bubhum,amazilia,
bubmon1,neolalage,
bubpak1,tanysiptera,
bubpak2,tanysiptera,
bubpuf1,notharchus,
bubrai1,gallirallus,
bubsab1,campylopterus,
bubsan,calidris,
bubtan1,thlypopsis,
bubtan2,stilpnia,
bubtyr1,mecocerculus,
bubwar1,phylloscopus,
bubwar2,phyllolais,
bubwre1,cantorchilus,
bucbab1,cyanoderma,
bucbus1,eupodotis,
bucgre1,pachysylvia,
buchor1,anorrhinus,
bucifr1,ifrita,
bucjac1,galbula,
bucjay1,cyanocorax,
buclau1,pterorhinus,
bucmot1,momotus,
bucmot2,momotus,
bucmot3,momotus,
bucmot4,momotus,
bucnig,antrostomus,
bucpar,thectocercus,
bucred1,phoenicurus,
bucsap1,chlorestes,
buctof1,poecilotriccus,
budger,melopsittacus,
buffal1,micrastur,
buffle,bucephala,
bufhel1,oxypogon,
bufhum1,leucippus,
buflau1,pterorhinus,
bufowl1,aegolius,
bufowl2,ketupa,
bufpar,amazona,
bufpar1,touit,
bufpip1,anthus,
bufscr1,sericornis,
bufsee1,sporophila,
buftuf1,pseudocolaptes,
buftuf3,pseudocolaptes,
buggna,polioptila,
buglio1,liocichla,
bugnod,anous,
bugrob1,peneothello,
bugsta1,lamprotornis,
bugtan,thraupis,
buhcou1,centropus,
buhmac1,primolius,
buhshr1,lanius,
buhsun1,cyanomitra,
buhvir,vireo,
bukwoo1,scolopax,
bulalb2,thalassarche,
bulori,icterus,
bulpet,bulweria,
bulphe1,lophura,
bulshe,ardenna,
bumbee1,merops,
bumhum,selasphorus,
bunere1,eremomela,
bunfly1,ficedula,
bunibi1,theristicus,
bunwoo1,meiglyptes,
burbus1,mirafra,
burcou2,cursorius,
burcus1,coracina,
burhon1,lichmera,
burjuf1,eumyias,
burori2,oriolus,
burori3,oriolus,
burowl,athene,
burpar,cyanoliseus,
bursan1,pterocles,
burshr1,lanius,
burtai1,prioniturus,
burtho1,acanthiza,
burthr,monticola,
burthr1,geokichla,
burwar1,myiothlypis,
burwhe1,zosterops,
burwoo1,meiglyptes,
buryuh1,yuhina,
busbla1,sylvia,
busbus1,campicoloides,
busfla1,chrysocolaptes,
busflu1,sarothrura,
bushti,psaltriparus,
buspet1,gymnoris,
buspip1,anthus,
busrob1,poecilodryas,
buswid1,euplectes,
buswoo1,campethera,
buswre1,xenicus,
butapa1,apalis,
butcor1,boissonneaua,
butfly1,cyornis,
butfly2,cyornis,
butfog4,automolus,
buthil1,oreotrochilus,
buthum,lampornis,
butkne1,burhinus,
butpuf1,haplophaedia,
butpur1,iodopleura,
butsal1,saltator,
butsic1,eutoxeres,
butsun2,chalcomitra,
buttro1,trogon,
butwar1,phylloscopus,
butwoo1,xiphorhynchus,
butwoo2,xiphorhynchus,
buvbul1,iole,
buvhum1,saucerottia,
buwcin1,cinclodes,
buwgoo1,cyanochen,
buwmac1,primolius,
buwpar1,forpus,
buwpar2,forpus,
buwpar3,forpus,
buwsta1,coeligena,
buwtea,spatula,
buwwar,vermivora,
bwfshr1,hemipus,
bwfshr2,hemipus,
bwgdov1,metriopelia,
bwmtan1,anisognathus,
bwrtai1,prioniturus,
bwwbab1,spelaeornis,
bwwwre1,henicorhina,
caaant1,herpsilochmus,
caacac1,pseudoseisura,
caawoo1,celeus,
cabbun1,emberiza,
cabgoo1,cereopsis,
cabgre1,phyllastrephus,
cabgre3,phyllastrephus,
cabspi1,synallaxis,
cabtra1,tragopan,
cacbul1,iole,
caccan1,pseudasthenes,
cacgoo1,branta,
caclar1,mirafra,
cacpar1,eupsittula,
cacwre,campylorhynchus,
caeowl1,bubo,
cafdov1,ptilinopus,
caichi1,phylloscopus,
caipar2,pyrilia,
caisha2,leucocarbo,
caisto1,saxicola,
caiswi1,aerodramus,
caitea1,anas,
calcon,gymnogyps,
calgna,polioptila,
calgul,larus,
calhum,selasphorus,
callar1,melanocorypha,
calqua,callipepla,
calrai1,gallirallus,
calthr,toxostoma,
caltow,melozone,
camboo1,ninox,
camfli1,colaptes,
camfra2,pternistis,
camgre2,arizelocichla,
camhap1,loriculus,
camind1,vidua,
camlau1,garrulax,
cammin2,geositta,
campig1,columba,
camscw1,bradypterus,
camspe1,zosterops,
camsun2,cyanomitra,
camtai1,orthotomus,
camtro1,icterus,
camwar,setophaga,
cancan1,asthenes,
caneme1,cynanthus,
canfly2,microeca,
cangoo,branta,
cangro1,clibanornis,
canoys1,haematopus,
cantow,melozone,
canvas,aythya,
canwar,cardellina,
canwre,catherpes,
caogre1,phyllastrephus,
capbab1,turdoides,
capbat1,batis,
capbul1,pycnonotus,
capbun1,emberiza,
capcan1,serinus,
capcon1,conirostrum,
capcor1,phalacrocorax,
capcro1,sylvietta,
capcro2,corvus,
capfra2,pternistis,
capgan1,morus,
capgls1,lamprotornis,
capgra1,sphenoeacus,
capgri1,gyps,
capher1,pilherodius,
caplar1,certhilauda,
capowl1,glaucidium,
cappet,daption,
capsee1,sporophila,
capsho1,spatula,
capsis2,crithagra,
capspa1,passer,
capsug1,promerops,
captea1,anas,
capuch1,perissocephalus,
capwag1,motacilla,
capwea1,ploceus,
capwhe1,oenanthe,
capwhe2,zosterops,
capwhe3,zosterops,
capwhe6,zosterops,
caqsee1,sporophila,
carcar1,phalcoboenus,
carcha1,cossypha,
carchi,poecile,
carcis1,cisticola,
carcro1,corvus,
cardov1,leptotila,
carela1,elaenia,
cargra1,quiscalus,
cargra2,amytornis,
carlor1,pseudeos,
carmar1,progne,
carmyz1,myzomela,
carpar,conuropsis,
carpar1,parotia,
carpar3,parotia,
carque1,quelea,
carrew1,acrocephalus,
carsee1,amaurospiza,
carsun2,chalcomitra,
cartan2,chlorothraupis,
cartap1,scytalopus,
carthr1,monticola,
cartit2,melaniparus,
carwoo1,chloropicus,
carwre,thryothorus,
casant1,thamnophilus,
casauk,ptychoramphus,
casfin,haemorhous,
casfin1,rhopospina,
casfly1,muscicapa,
casgul2,larus,
cashae1,aquila,
cashon1,prodotiscus,
caskin,tyrannus,
casoro2,cacicus,
casplo1,charadrius,
cassno1,tetraogallus,
casspa,peucaea,
casspi1,neafrapus,
caster1,hydroprogne,
castit2,poecile,
casvir,vireo,
categr,bubulcus,
categr2,bubulcus,
cattyr,machetornis,
cauant2,myrmelastes,
caugro1,lyrurus,
caugua1,penelope,
causno1,tetraogallus,
cavshe1,calonectris,
cavspa1,passer,
cavstp1,hydrobates,
cavswa,petrochelidon,
cavswi2,collocalia,
cavswi3,collocalia,
cawfin1,melanodera,
cayjay1,cyanocorax,
caynig1,setopagis,
cbbwar2,locustella,
cbfdov1,ptilinopus,
cbgcuc1,carpococcyx,
cbipig1,ducula,
cbipig2,ducula,
cbjbab1,ptilorrhoa,
cbmfin1,poospizopsis,
cbmtan1,dubusia,
cbqthr1,cinclosoma,
cbrthr1,monticola,
cbsbab1,pomatorhinus,
cbsbab2,pomatorhinus,
cbsfin,sporophila,
cbslar1,eremopterix,
cbswea1,plocepasser,
cbttyr1,hemitriccus,
ccbeat1,merops,
ccbfin,arremon,
ccbwar1,cettia,
ccfdov1,ptilinopus,
ccfgle1,clibanornis,
ccfgle2,automolus,
ccswea1,plocepasser,
cebboo1,ninox,
cebflo1,dicaeum,
cecman1,lepidothrix,
cedwax,bombycilla,
ceghor1,ocyceros,
cehpar1,loriculus,
celmon1,hypothymis,
cepfly1,eutrichomyias,
cercus1,coracina,
cerwar,setophaga,
cetwar1,cettia,
ceybuw1,elaphrornis,
ceyfro1,batrachostomus,
ceyjun1,gallus,
ceymag1,urocissa,
ceymyn1,gracula,
ceyspu1,galloperdix,
ceywhe1,zosterops,
ceywht1,myophonus,
ceywop1,columba,
cfsbab1,pteruthius,
cfweye1,zosterops,
chaant1,thamnophilus,
chaapa1,apalis,
chabar1,lybius,
chabrt1,phylloscartes,
chabul1,iole,
chacha1,ortalis,
chacis1,cisticola,
chaear1,tarphonomus,
chafly1,fraseria,
chafly2,agricola,
chafly3,guyramemua,
chafly4,fraseria,
chagih1,gymnomyza,
chahum1,polyerata,
chakin2,todiramphus,
chalor1,lorius,
chamoc1,mimus,
chamoc2,mimus,
chaowl1,strix,
chaoys1,haematopus,
chapet1,pterodroma,
chapip1,anthus,
charob1,petroica,
chaswi2,chaetura,
chavan2,leptopterus,
chbant1,poliocrania,
chbant2,thamnophilus,
chbbab1,stachyris,
chbbun1,emberiza,
chbbut2,turnix,
chbchi,poecile,
chbchl1,chlorophonia,
chbcor1,boissonneaua,
chbcot1,doliornis,
chbcuc2,scythrops,
chbcuc3,cacomantis,
chbcuc4,coccyzus,
chbeat1,merops,
chbeup1,euphonia,
chbfan1,rhipidura,
chbflo1,diglossa,
chbgna1,conopophaga,
chbgua1,penelope,
chbhel1,prionops,
chbhum1,saucerottia,
chbkin1,todiramphus,
chbkin2,halcyon,
chblau1,pterorhinus,
chbmal1,phaenicophaeus,
chbmal2,phaenicophaeus,
chbmoc1,mimus,
chbmon1,monarcha,
chbmun1,lonchura,
chbneg1,nigrita,
chbnut2,sitta,
chbnut3,sitta,
chbnut4,sitta,
chbowl1,glaucidium,
chbpar1,arborophila,
chbpar2,arborophila,
chbpar3,bambusicola,
chbplo1,charadrius,
chbqut1,cinclosoma,
chbros1,carpodacus,
chbsan,pterocles,
chbsee1,sporophila,
chbsta1,lamprotornis,
chbtan1,stilpnia,
chbtho1,phacellodomus,
chbthr1,geokichla,
chbthr2,turdus,
chbtou1,ramphastos,
chbtou3,ramphastos,
chbwar1,locustella,
chbwhi1,aphelocephala,
chbwre1,cyphorhinus,
chcant1,rhegmatorhina,
chcant2,grallaria,
chcbab1,timalia,
chcbab2,pomatostomus,
chcbec1,pachyramphus,
chcbla2,chrysomus,
chccot1,ampelion,
chcfly1,erythrocercus,
chcgna1,conopophaga,
chclau2,trochalopteron,
chclau3,pterorhinus,
chclon,calcarius,
chcpih1,lipaugus,
chcpuf1,bucco,
chcsta1,agropsar,
chcswa2,petrochelidon,
chcswi1,streptoprocne,
chcter2,thalasseus,
chcthr1,geokichla,
chcwar2,phylloscopus,
chcwoo1,celeus,
chcyuh1,staphida,
cheant1,myrmotherula,
cheant2,grallaria,
cheara1,pteroglossus,
chebul1,hemixos,
chebun1,emberiza,
chebun2,emberiza,
chelau1,ianthocincla,
chemun,lonchura,
cheowl1,glaucidium,
chephe1,catreus,
chepic1,picumnus,
chequt1,cinclosoma,
cherai1,gallirallus,
chesee1,sporophila,
chespa1,passer,
chetea1,anas,
chethr1,turdus,
chewea1,ploceus,
chewoo2,celeus,
chewoo3,dryobates,
chfbab1,zosterornis,
chfhel1,prionops,
chfmac1,ara,
chfrai1,rallina,
chfspa1,accipiter,
chgshr2,lanius,
chhcra1,anurolimnas,
chhflu1,sarothrura,
chhlau1,pterorhinus,
chhnun1,nonnula,
chhoro1,psarocolius,
chhpar1,arborophila,
chhpar3,arborophila,
chhspl1,eremopterix,
chhtan1,thlypopsis,
chhtes1,cettia,
chhwrb1,spelaeornis,
chiapa1,apalis,
chibab2,pterorhinus,
chibar1,psilopogon,
chibat1,batis,
chibel1,anthornis,
chibla1,turdus,
chibub1,pterorhinus,
chicar1,milvago,
chicis1,cisticola,
chicup1,pnoepyga,
chiegr,egretta,
chieme1,chlorostilbon,
chifer1,poodytes,
chifla1,phoenicopterus,
chifli1,colaptes,
