ebird2021,bird_genera,comment
scoori,icterus,
scoshe1,calonectris,
scptyr1,lophotriccus,
scrbla1,dives,
scrcac1,cacicus,
scrcac2,cacicus,
scrcac4,cacicus,
scrcha1,cossypha,
scrcow1,molothrus,
screup1,euphonia,
scrgre1,hylophilus,
scrhon1,microptilotis,
scrnig1,nyctidromus,
scrpih1,lipaugus,
scrtan1,stilpnia,
scrtro1,harpactes,
scrubt2,acanthornis,
scsmer1,mergus,
scspar1,touit,
scsvir1,vireolanius,
sctcan1,asthenes,
sctdac1,dacnis,
sctear1,upucerthia,
sctfly,tyrannus,
scther1,phaethornis,
scthon1,indicator,
scthum1,hylonympha,
sctkit1,chelictinia,
sctlea1,sclerurus,
sctman1,neopelma,
sctnig2,hydropsalis,
sctsun2,deleornis,
scttan1,compsothraupis,
scwpih1,lipaugus,
sdcsun3,cinnyris,
sdmman1,neopelma,
sdmtyr2,phylloscartes,
seacin1,cinclodes,
seaspa,ammospiza,
sebpig1,alectroenas,
sebwar1,acrocephalus,
secfly1,leptopogon,
secret2,sagittarius,
sectan1,tangara,
sedwar1,acrocephalus,
sedwre,cistothorus,
sedwre1,cistothorus,
selcac1,cacicus,
semfly1,ficedula,
semhaw,leucopternis,
semhaw2,accipiter,
semplo,charadrius,
sempuf1,malacoptila,
semrob1,copsychus,
semsan,calidris,
semwar1,leucopeza,
senbat1,batis,
sencou1,centropus,
senere1,eremomela,
senlap1,vanellus,
senpar,poicephalus,
sepfly1,terpsiphone,
septit1,anthoscopus,
serant1,formicivora,
serfri1,philemon,
serhon1,lichmera,
sermyz1,myzomela,
serori1,oriolus,
sersco1,otus,
sertap1,scytalopus,
serthr1,monticola,
serthr2,geokichla,
serwhe1,zosterops,
sesowl1,otus,
sespar1,ammoperdix,
setkne1,burhinus,
sevgro1,tetrastes,
seybul1,hypsipetes,
seyfod1,foudia,
seykes1,falco,
seypar1,coracopsis,
seypar2,psittacula,
seysun2,cinnyris,
seyswi1,aerodramus,
seywhe1,zosterops,
sfwqua1,odontophorus,
sgdpet1,pelecanoides,
sghspa2,passer,
shaaka1,sheppardia,
shaapa2,apalis,
shadro1,dicrurus,
shalon1,hemimacronyx,
sharpb1,oxyruncus,
shasta2,pholia,
shawar1,horornis,
shawre1,cinnycerthia,
shbbut1,chlorospingus,
shbcan1,asthenes,
shbcan2,asthenes,
shbcro1,sylvietta,
shbcuc1,chrysococcyx,
shbdow,limnodromus,
shbgrf1,geospiza,
shbgrf2,geospiza,
shbgrf3,geospiza,
shbhon2,cyanerpes,
shbkin1,alcedo,
shbkoo1,clytoceyx,
shblea1,sclerurus,
shbmel1,melidectes,
shbmin1,geositta,
shbmin2,pericrocotus,
shbpig,patagioenas,
shbpip1,anthus,
shbpip3,anthus,
shbtre1,heliobletus,
shccoq,lophornis,
shcfly1,myiarchus,
shclar1,certhilauda,
shcmon1,hypothymis,
shcwin1,cryptospiza,
shebul1,arizelocichla,
shefra2,scleroptila,
shegre1,arizelocichla,
sheowl,asio,
sheowl1,bubo,
shesta1,lamprotornis,
shesun1,cinnyris,
shesun2,cinnyris,
shghum1,chrysuronia,
shicow,molothrus,
shidro1,dicrurus,
shifly1,myiagra,
shihon1,cyanerpes,
shikra1,accipiter,
shisun1,aglaeactis,
shisun3,cinnyris,
shlcot1,laniisoma,
shlcot2,laniisoma,
shoebi1,balaeniceps,
shoplo1,thinornis,
shrspa1,passer,
shshaw,accipiter,
shshaw3,accipiter,
shshaw4,accipiter,
shshaw5,accipiter,
shtalb,phoebastria,
shtant1,chamaeza,
shtbab1,pellorneum,
shtbat1,batis,
shtbat3,batis,
shtcou1,centropus,
shteag1,circaetus,
shteme1,chlorostilbon,
shtfin1,idiopsar,
shtfly1,poecilotriccus,
shtfro2,batrachostomus,
shtfro3,batrachostomus,
shtgra1,amytornis,
shtgro,tympanuchus,
shtgrt1,muscipipra,
shthaw,buteo,
shtibi1,cercibis,
shtlar1,spizocorys,
shtmag1,cissa,
shtnig1,lurocalis,
shtpar1,paradigalla,
shtpar2,graydidascalus,
shtpar3,neosuthora,
shtpip1,anthus,
shtsan,calidris,
shtshe,ardenna,
shtsta1,aplonis,
shtstr1,lochmias,
shtswi1,chaetura,
shttre1,certhia,
shttyr1,culicivora,
shtwhy1,vidua,
shtwoo1,myrmia,
shwthr1,myophonus,
shyalb2,thalassarche,
shyhea1,hylacola,
siafir1,lophura,
siapit1,erythropitta,
sibacc,prunella,
sibbro1,serilophus,
sibbut1,cracticus,
sibcra1,leucogeranus,
sibgro2,falcipennis,
sibjay1,perisoreus,
sibnee1,hirundapus,
sibrob,larvivora,
sibrub,calliope,
sibsir1,sirystes,
sibsto1,saxicola,
sibtan2,ramphocelus,
sibthr1,geokichla,
sibvan1,falculea,
sicant1,sakesphorus,
sicbuw1,locustella,
siccha1,emarginata,
sicfri1,philemon,
sichor1,bycanistes,
sicjay1,perisoreus,
siclew1,phylloscopus,
sicpar1,arborophila,
sicswi1,chaetura,
sicthr1,zoothera,
sictit1,poecile,
sictre1,certhia,
sieela2,elaenia,
sieela3,elaenia,
siehon1,lichmera,
sielau1,trochalopteron,
siemes1,leiothrix,
sifcis1,cisticola,
siftap1,scytalopus,
silant1,sclateria,
silgre1,podiceps,
silgul1,chroicocephalus,
silkin1,ceyx,
silkta2,lamprolia,
silkta3,lamprolia,
silori1,oriolus,
silphe,lophura,
silpri2,schistolais,
siltan1,stilpnia,
siltea1,spatula,
silver1,melaenornis,
silver3,zosterops,
simgre1,chlorocichla,
simgrw1,robsonius,
simspa1,xenospiza,
sinant1,formicivora,
sinbus1,mirafra,
sincis1,cisticola,
sincro1,corvus,
sinhon1,gavicalis,
sinmar1,progne,
sinpar1,geoffroyus,
sinqua1,dactylortyx,
sinros1,carpodacus,
sinspa1,passer,
sinsta1,aplonis,
sinwoo1,dendrocopos,
sinwre1,thryophilus,
sirbar1,capito,
sirmal1,taccocua,
sirnee1,rhaphidura,
sirtan1,stilpnia,
siryst3,sirystes,
sisowl1,otus,
sitjay1,cyanolyca,
sitnig1,antrostomus,
sitspi1,synallaxis,
sittan1,tangara,
siwgua1,chamaepetes,
siwnig1,eleothreptus,
siwpig1,columba,
sjogre1,baeopogon,
sjoowl1,glaucidium,
skylar,alauda,
slaant1,myrmotherula,
slabar1,gymnobucco,
slabec1,pachyramphus,
slabri1,merulaxis,
slabun1,emberiza,
slacud1,turacoena,
slacus1,coracina,
slaegr1,egretta,
slaela1,elaenia,
slafin1,spodiornis,
slaflo1,diglossa,
slagna1,conopophaga,
slamon1,mayrornis,
slaspi1,synallaxis,
slatan2,creurgops,
slathr2,turdus,
slathr3,turdus,
slavir1,vireo,
slbbab1,argya,
slbblc1,calyptorhynchus,
slbcht1,ochthoeca,
slbcht3,ochthoeca,
slbcro1,corvus,
slbcro3,corvus,
slbcur,numenius,
slbfin1,melanospiza,
slbfin2,atlapetes,
slbfin3,xenospingus,
slbflu1,sarothrura,
slbfly1,ficedula,
slbfly2,ficedula,
slbfor1,enicurus,
slbgra1,quiscalus,
slbgre1,stelgidillas,
slbgul,larus,
slbgul1,chroicocephalus,
slbhem1,poospiza,
slbkit1,helicolestes,
slblar1,mirafra,
slbmin1,geositta,
slbori1,oriolus,
slbpar1,enicognathus,
slbpri1,pachyptila,
slbrai1,lewinia,
slbsta1,onychognathus,
slbtes1,tesia,
slbtho1,acanthiza,
slbtho2,acanthiza,
slbthr1,geokichla,
slbtin1,crypturellus,
slbtyr1,inezia,
slbvul1,gyps,
slbwea1,ploceus,
slbxen1,xenops,
slcant2,grallaricula,
slcant3,myrmelastes,
slcant5,grallaricula,
slcbou1,laniarius,
slccoo1,fulica,
slcfly1,leptopogon,
slcgro1,saltator,
slchaw2,buteogallus,
slclon1,toxorhamphus,
slcsee1,sporophila,
slcsol1,myadestes,
sleant1,rhopornis,
sleshe1,doricha,
slftyr1,zimmerius,
slgrol1,brachypteracias,
slhpar1,psittacula,
sllcra1,rallina,
slmgos1,accipiter,
sltcis1,cisticola,
sltgna1,polioptila,
sltnig1,caprimulgus,
sltred,myioborus,
slttro1,trogon,
sltwoo1,microstilbon,
slweye1,zosterops,
smabut2,turnix,
smamin1,pericrocotus,
smanil1,niltava,
smapra1,glareola,
smaspa1,accipiter,
smawhi1,curruca,
smbani,crotophaga,
smbela1,elaenia,
smbfin1,atlapetes,
smbkin1,alcedo,
smbtin1,crypturellus,
smbtyr1,myiotheretes,
smbtyr2,myiotheretes,
smbwoo1,dryobates,
smcpew1,contopus,
smew,mergellus,
smftof1,poecilotriccus,
smgfin1,geospiza,
smilon,calcarius,
smohon1,melipotes,
smorob2,peneothello,
smowar1,phylloscopus,
smtfin1,camarhynchus,
snakit,rostrhamus,
snapen1,eudyptes,
snbfly1,ficedula,
snbhum1,saucerottia,
snbnut1,sitta,
sncman1,lepidothrix,
snecou1,coua,
snisni1,coenocorypha,
snmmun1,lonchura,
snmqua2,synoicus,
snmrob1,petroica,
snobun,plectrophenax,
snocot1,carpodectes,
snoegr,egretta,
snogoo,anser,
snoowl1,bubo,
snopar1,lerwa,
snopet1,pagodroma,
snopig1,columba,
snoplo5,charadrius,
snoshe2,chionis,
snowca1,microchera,
sntbab1,stachyris,
sntkin1,tyrannus,
snttyr1,hemitriccus,
snttyr2,hemitriccus,
soacha1,myrmecocichla,
soalea1,sclerurus,
soapas1,nycticryphes,
soashe1,tadorna,
soasni1,gallinago,
soasni2,gallinago,
soaswa2,petrochelidon,
soatan1,habia,
soater1,sterna,
sobcac1,cacicus,
sobeat1,merops,
sobfly1,melaenornis,
sobkiw1,apteryx,
sobtyr1,camptostoma,
sobtyr2,phylloscartes,
socbab1,malacopteron,
socbun1,emberiza,
socbuz1,buteo,
soccis1,cisticola,
soccor1,phalacrocorax,
socdov1,zenaida,
socfly1,myiozetetes,
socfly2,myiarchus,
socher1,phaethornis,
soclap1,vanellus,
socmoc1,mimus,
socpuf1,bucco,
socspa1,passer,
socsta1,onychognathus,
socsun2,chalcomitra,
socwar2,incana,
socwea1,philetairus,
socwre2,troglodytes,
soffin1,arremon,
sofspi1,synallaxis,
soghor1,bucorvus,
sogpip1,anthus,
sogsha1,leucocarbo,
sohbul1,pycnonotus,
sohmyn1,gracula,
sohtyr1,phyllomyias,
sohwre1,pheugopedius,
soicus1,edolisoma,
soifro1,rigidipenna,
soioys1,haematopus,
soipio1,turnagra,
soirew1,acrocephalus,
soisni1,coenocorypha,
soiwhe2,zosterops,
soiwhe3,zosterops,
soiwre1,xenicus,
sokpip1,anthus,
soleag1,buteogallus,
solhao1,ninox,
solnig1,eurostopodus,
solpet1,pterodroma,
solsan,tringa,
solsee1,haliaeetus,
solsni1,gallinago,
soltin1,tinamus,
sombou1,laniarius,
sombun1,emberiza,
somcha1,oenanthe,
somcou1,cursorius,
somcro1,sylvietta,
somcro2,corvus,
somfis1,lanius,
somgre1,andropadus,
somgro1,rhynchostruthus,
somhum1,eupetomena,
somkin1,todiramphus,
somnig1,caprimulgus,
sompig1,columba,
sompig2,cryptophaps,
sompit1,erythropitta,
somspa1,passer,
somsta1,onychognathus,
somthr1,turdus,
somtit3,poecile,
somtit4,melaniparus,
somwhe1,oenanthe,
sonspa,melospiza,
sonthr1,turdus,
sonwre1,cyphorhinus,
sooalb1,phoebetria,
sooant1,hafferia,
soobab1,stachyris,
soobar1,threnetes,
soobar2,caloramphus,
soobou1,laniarius,
soocha1,myrmecocichla,
soofal1,falco,
soofly1,bradornis,
soogra2,asemospiza,
soogro1,dendragapus,
soogul2,ichthyaetus,
soomel1,melidectes,
soomyz1,myzomela,
sooowl1,tyto,
soooys1,haematopus,
soorob1,turdus,
sooshe,ardenna,
soosht1,colluricincla,
soosla1,thamnophilus,
sooswi1,cypseloides,
sooter1,onychoprion,
sootit1,aegithalos,
sootyr1,serpophaga,
soowoo1,mulleripicus,
sopbab1,turdoides,
soppet1,pterodroma,
sopsku1,stercorarius,
soptit1,anthoscopus,
sora,porzana,
sosfly1,sublegatus,
sosowl1,otus,
sosrob1,drymodes,
sotfan1,rhipidura,
souant1,corythopis,
souben1,oncostoma,
soublt1,melaniparus,
souboo2,ninox,
souboo4,ninox,
souboo5,ninox,
souboo6,ninox,
souboo8,ninox,
soubou1,laniarius,
soucar1,caracara,
soucas1,casuarius,
soucit1,crithagra,
soucrp1,goura,
soucrp2,goura,
souemt1,aulacorhynchus,
souemu1,stipiturus,
soufis1,lanius,
souful1,fulmarus,
sougrc1,crithagra,
souhyl1,hyliota,
soulap1,vanellus,
soulog1,orthonyx,
soumar,progne,
soupoc1,netta,
souscr1,chauna,
soushr2,clytorhynchus,
soushr3,lanius,
sousun1,cinnyris,
sousun2,cinnyris,
soutch1,tchagra,
souwhi1,aphelocephala,
souwpw1,antrostomus,
spacoq1,lophornis,
spacot1,cotinga,
spadro1,dicrurus,
spaeag1,aquila,
spahon1,melipotes,
spakoo1,dacelo,
spaown1,aegotheles,
spaspa1,passer,
spbant1,cryptopezus,
spbant3,hypoedaleus,
spbant4,herpsilochmus,
spbant5,dysithamnus,
spbant6,hylophylax,
spbduc,anas,
spbfan1,rhipidura,
spbibi1,bostrychia,
spblap1,vanellus,
spblau1,garrulax,
spbmel1,microptilotis,
spbori,icterus,
spbpar1,paradoxornis,
spbpel1,pelecanus,
spbpuf1,nystalus,
spbpuf3,nystalus,
spbsan1,calidris,
spbscb1,erythrogenys,
spbtho1,phacellodomus,
spbtou1,selenidera,
spbtyr1,phylloscartes,
spbwoo1,colaptes,
spbwoo2,chloropicus,
spbwre1,pheugopedius,
spbwre2,pheugopedius,
spcant1,dysithamnus,
spcbar1,capito,
spceup1,euphonia,
spchon1,acanthagenys,
spcpic1,picumnus,
spctan1,tangara,
spcwoo1,lepidocolaptes,
spebar1,actinodura,
spebul1,rubigula,
specha2,ortalis,
specha3,ortalis,
specha4,ortalis,
speduc2,speculanas,
speeid,somateria,
spefin1,callacanthis,
speflo1,dicaeum,
speful1,fulvetta,
spegui1,cepphus,
spehao1,ninox,
spehum1,adelomyia,
spemon1,symposiachrus,
spemon3,symposiachrus,
spemou1,laniocera,
spemou2,colius,
speowl1,pulsatrix,
speowl2,bubo,
spepar1,forpus,
spepar2,sinosuthora,
spepet1,procellaria,
spepic1,picumnus,
spepig1,columba,
spepri1,siptornis,
sperai1,coturnicops,
spered1,myioborus,
spespi1,cranioleuca,
spespi2,arachnothera,
spetan1,ixothraupis,
spetea3,anas,
spetet1,xanthomixis,
spetin1,pogoniulus,
spetyr1,hymenops,
spewar2,curruca,
spewar3,pyrrholaemus,
spewea1,ploceus,
spewea2,ploceus,
spfant1,xenornis,
spfbar1,tricholaema,
spfgal1,porphyriops,
spfpar1,pionus,
spfpar2,pionus,
spfswi1,cypseloides,
spfwea1,sporopipes,
spgpig1,caloenas,
spgsta1,lamprotornis,
spgthr1,geokichla,
sphlar1,chersomanes,
spibab1,turdoides,
spibir1,poodytes,
spigua1,penelope,
spimac1,cyanopsitta,
spipig1,ducula,
spipig2,geophaps,
spipig3,ducula,
spispi1,synallaxis,
spitap2,scytalopus,
spiwaa1,hypocnemis,
spiwoo1,xiphorhynchus,
spjbab1,ptilorrhoa,
splast1,astrapia,
splfai1,malurus,
splsun2,cinnyris,
spmthr1,cichladusa,
spnbab1,stachyris,
spnbul1,pycnonotus,
spnthr1,catharus,
spoant1,hylophylax,
spoant5,hylopezus,
spoant6,hylopezus,
spobam1,psilorhamphus,
spobar1,premnoplex,
spober1,melanocharis,
spobow1,chlamydera,
spobut2,turnix,
spobuw1,locustella,
spobuw2,locustella,
spobuw3,locustella,
spocat1,ailuroedus,
spocat2,ailuroedus,
spocra1,porzana,
spocra2,zapornia,
spocre2,salpornis,
spocre3,salpornis,
spocro1,laniellus,
spodov,streptopelia,
spoeao2,bubo,
spofan1,rhipidura,
spofly1,muscicapa,
spofly3,muscicapa,
spofor1,enicurus,
spogre1,ixonotus,
spohar1,circus,
spohon2,indicator,
spohon3,xanthotis,
spokes1,falco,
spokin1,actenoides,
spolau1,ianthocincla,
sponig1,eurostopodus,
sponit2,catharus,
sponot1,nothura,
sponut1,nucifraga,
spoowl,strix,
spoowl1,athene,
spopar1,pardalotus,
spopic1,picumnus,
spopuf1,bucco,
sporai,pardirallus,
spored,tringa,
sposan,actitis,
sposan1,pterocles,
sposha1,phalacrocorax,
sposta1,sturnus,
spotan1,ixothraupis,
spothr1,modulatrix,
spotow,pipilo,
spowoo1,xiphorhynchus,
spowre1,campylorhynchus,
spqthr1,cinclosoma,
sprgro,canachites,
sprpip,anthus,
sptant1,herpsilochmus,
sptbab1,pellorneum,
sptfla1,dinopium,
sptfly1,todirostrum,
sptgos1,accipiter,
spthum1,tilmatura,
spthum2,thaumasius,
sptkne1,burhinus,
sptnig1,hydropsalis,
sptwoo1,certhiasomus,
spvear1,colibri,
spwant2,pygiptila,
spwant3,myrmelastes,
spwbab1,elachura,
spwduc1,dendrocygna,
spweye2,zosterops,
spwfal2,spiziapteryx,
spwgoo1,plectropterus,
spwgro1,mycerobas,
spwlap1,vanellus,
spwmon1,symposiachrus,
spwowl1,strix,
spwpar2,touit,
spwpig1,columba,
spwpig3,patagioenas,
spwqua1,odontophorus,
spwros2,carpodacus,
spwros3,carpodacus,
spwsta1,saroglossa,
spwthr1,geokichla,
sqtbul1,hypsipetes,
sqtdro1,dicrurus,
sqtkit1,lophoictinia,
sqtnig1,caprimulgus,
sqtsaw1,psalidoprocne,
squant1,myrmoderus,
squcuc1,piaya,
squher1,ardeola,
squpig1,geophaps,
srbhor1,tockus,
srlbao1,phodilus,
srldro1,dicrurus,
srlscb1,pomatorhinus,
srlswa1,cecropis,
srlwoo1,tephrodornis,
srwswa1,stelgidopteryx,
sshpet1,bulweria,
sstlar1,alaudala,
sstlar3,alaudala,
sstlar4,calandrella,
sstspa,ammospiza,
stabus1,neotis,
stafin1,bathilda,
stalar2,spizocorys,
stavir1,vireo,
stbant1,thamnophilus,
stbant2,myrmorchilus,
stbbit1,ixobrychus,
stbbul1,hypsipetes,
stbcan1,asthenes,
stbcin1,cinclodes,
stbcro1,zavattariornis,
stbcus1,coracina,
stbear2,ochetorhynchus,
stbeat1,merops,
stbfan1,rhipidura,
stbflu1,sarothrura,
stbfly1,myiagra,
stbher1,phaethornis,
stbhon2,melithreptus,
stbhon3,territornis,
stbkin1,pelargopsis,
stbori,icterus,
stbree2,limnoctites,
stbrha1,rhabdornis,
stbspi1,synallaxis,
stbspi2,arachnothera,
stbsta1,heliomaster,
stbtit2,melaniparus,
stbtre1,thripadectes,
stbtyr1,myiotheretes,
stbwhy1,vidua,
stbwoo1,xiphocolaptes,
stbwoo2,dendroplex,
stbwoo3,picus,
stbwoo4,dendrocopos,
stbwre1,cantorchilus,
stbwre2,campylorhynchus,
stcant1,dysithamnus,
stcant2,hylopezus,
stcant3,terenura,
stcant4,myrmotherula,
stcgre1,arizelocichla,
stcgre3,arizelocichla,
stcgre4,arizelocichla,
stcspa1,rhynchospiza,
stcspi1,cranioleuca,
stcspi2,cranioleuca,
stctre1,thripadectes,
stcwoo1,piculus,
stebul2,pycnonotus,
stecan1,pseudasthenes,
stedov1,chalcophaps,
steeag1,aquila,
steeid,polysticta,
stejay,cyanocitta,
stelio1,liocichla,
stelor1,vini,
stepet,pterodroma,
stfgle1,anabacerthia,
stftho1,phacellodomus,
stftyr1,muscigralla,
stgpig1,treron,
stgsta1,lamprotornis,
sthant1,drymophila,
sthant2,grallaria,
sthbrf1,arremon,
sthbrf2,arremon,
sthbrf3,arremon,
sthbrf4,arremon,
sthbrf5,arremon,
sthbrf6,arremon,
sthbrf7,arremon,
sthbrf8,arremon,
sthbul1,pycnonotus,
sthcra1,atlantisia,
sthcuc1,nannococcyx,
sthhon1,pycnopygius,
sthhoo1,upupa,
sthmun1,mayrimunia,
sthmun3,mayrimunia,
sthplo1,charadrius,
sthrai1,zapornia,
sthsee2,crithagra,
sthsee3,crithagra,
sthspa1,peucaea,
sthwhe1,heleia,
sthwoo1,lepidocolaptes,
stisan,calidris,
stisha2,leucocarbo,
stitap1,scytalopus,
stitch1,notiomystis,
stiwoo1,chloropicus,
stiwre1,traversia,
stlori1,icterus,
stlpar1,amazona,
stlwar,setophaga,
stnfly1,mionectes,
stnibi1,threskiornis,
stocis1,cisticola,
stodov1,columba,
stofly1,myiarchus,
stonec4,saxicola,
stonec6,saxicola,
stonec7,saxicola,
stopar1,ptilopachus,
stosto1,ciconia,
stpfly1,terpsiphone,
stptyr1,myiornis,
strant2,drymophila,
strant3,chamaeza,
strbab1,argya,
strbar1,actinodura,
strber1,melanocharis,
strbow1,amblyornis,
strbri1,merulaxis,
strbul1,ixos,
strbul2,pycnonotus,
strcar1,phalcoboenus,
strcra1,amaurornis,
strcuc1,tapera,
stream1,trochilus,
stream3,trochilus,
strear1,geocerthia,
strfan1,rhipidura,
strfie1,calamanthus,
strflu1,sarothrura,
strfly1,myiodynastes,
strgra1,megalurus,
strgra2,amytornis,
strher,butorides,
strher3,butorides,
strhon1,plectorhyncha,
strkin1,halcyon,
strlau1,trochalopteron,
strlau2,grammatoptila,
strlau3,trochalopteron,
strlor1,synorhacma,
strman2,machaeropterus,
strman5,machaeropterus,
strowl1,asio,
strpar1,pardalotus,
strpip1,anthus,
strpri2,prinia,
strpri8,prinia,
strpuf1,nystalus,
strros1,carpodacus,
strsal1,saltator,
strsee1,crithagra,
strshe,calonectris,
strsof1,thripophaga,
strspa1,oriturus,
strspi1,arachnothera,
strsta1,aplonis,
strswa2,cecropis,
strtho1,acanthiza,
strthr1,monticola,
strtre1,thripadectes,
strtuf1,pseudocolaptes,
strwar1,acrocephalus,
strwea1,ploceus,
strwea2,ploceus,
strwoo,dryobates,
strwoo1,automolus,
strwoo2,xiphorhynchus,
strwoo5,automolus,
strwoo6,dryobates,
strxen1,xenops,
stryuh1,staphida,
stsbab1,napothera,
stseag,haliaeetus,
stsnig1,caprimulgus,
stsowl1,otus,
stsrha2,rhabdornis,
stswar1,scotocerca,
sttant1,rhopias,
sttant3,sipia,
sttant5,epinecrophylla,
sttbab1,mixornis,
sttbar1,actinodura,
sttbul1,pycnonotus,
sttcan1,asthenes,
sttful1,fulvetta,
sttful2,fulvetta,
stther1,phaethornis,
stther2,phaethornis,
stthum1,eupherusa,
sttjer1,neomixis,
sttspa1,platyrinchus,
sttspi1,leptasthenura,
sttspi2,leptasthenura,
sttswa2,petrochelidon,
stttyr1,alectrurus,
stttyr2,gubernetes,
sttwhy1,vidua,
sttwoo1,picus,
sttwre1,cantorchilus,
sttyuh1,yuhina,
stuqua1,coturnix,
stusta1,poeoptera,
stusun1,cinnyris,
stvhum2,saucerottia,
stvpar1,amazona,
stwbab1,gypsophila,
stwbab2,ptilocichla,
stwbab3,kenopia,
stwnig1,caprimulgus,
stwqua1,odontophorus,
stybul1,pycnonotus,
styfin1,sicalis,
styowl1,asio,
subbrw1,nesillas,
subbul1,iole,
subbus1,telophorus,
subdor1,pseudocolopteryx,
subfly,myiodynastes,
subfly1,cyornis,
subfly2,muscicapa,
subfly3,muscicapa,
subfly4,cyornis,
subhea1,gallicolumba,
submes1,monias,
subnut1,sitta,
subpar1,aratinga,
subsni1,coenocorypha,
subtyr1,mecocerculus,
subwar1,curruca,
subwar2,phylloscopus,
subwar3,phylloscopus,
subwar4,horornis,
subwar6,curruca,
subwar8,curruca,
subwhi1,pachycephala,
sucant1,chamaeza,
succoc,cacatua,
sufdov1,ptilinopus,
sugcuc1,carpococcyx,
sugdov1,gallicolumba,
sugpig2,treron,
sugspa1,passer,
suhcuc1,cuculus,
suhpar1,loriculus,
suifly1,suiriri,
suklau1,ianthocincla,
sulbab1,pellorneum,
sulboo1,ninox,
sulcud1,macropygia,
sulcud2,turacoena,
sulcus1,edolisoma,
sulcus2,edolisoma,
suldro1,dicrurus,
sulfly1,tyrannopsis,
sulgob1,alophoixus,
sulgos1,accipiter,
sulhae1,nisaetus,
sulhap1,loriculus,
sulhor1,rhabdotorrhinus,
sulhor2,anthracoceros,
suljuf1,cyornis,
sulkin1,ceyx,
sulmyn1,basilornis,
sulmyz1,myzomela,
sulnig1,caprimulgus,
sulowl1,tyto,
sulpit1,erythropitta,
sulpit3,erythropitta,
sulsco2,otus,
sulsco3,otus,
sulscr1,megapodius,
sulthr1,cataponera,
sultit1,melanochlora,
sulwar1,phylloscopus,
sulwhe1,zosterops,
sulwoo1,scolopax,
sulwoo2,yungipicus,
sumbab1,pellorneum,
sumboo1,ninox,
sumbut1,turnix,
sumcoc1,cochoa,
sumcus1,edolisoma,
sumdro1,dicrurus,
sumfly1,ficedula,
sumhor1,rhyticeros,
sumlau1,garrulax,
sumlea1,chloropsis,
summyz1,myzomela,
sumtan,piranga,
sumtre1,dendrocitta,
sumtro1,harpactes,
sumwrb1,napothera,
sumwre1,hylorchilus,
sunasi1,neodrepanis,
sunbit1,eurypyga,
sunbul2,ixos,
suncou1,centropus,
suncuc2,cuculus,
suncus1,coracina,
sunfor1,enicurus,
sunfro1,batrachostomus,
sungre1,heliornis,
sunhon1,lichmera,
sunlap1,vanellus,
sunlar1,galerida,
sunlau1,garrulax,
sunmin1,pericrocotus,
sunpar1,aratinga,
sunrob1,myiomela,
suntea1,anas,
sunthr1,zoothera,
sunwar1,phylloscopus,
supfai1,malurus,
suphem1,thlypopsis,
suplyr1,menura,
supowl1,glaucidium,
suppar1,polytelis,
suppit1,pitta,
supsta1,lamprotornis,
supsun2,cinnyris,
supwre1,cantorchilus,
surcin1,cinclodes,
surfbi,calidris,
surfly1,myiobius,
sursco,melanitta,
surtan1,heterospingus,
surtro1,trogon,
suseag1,spilornis,
susowl1,otus,
susowl2,otus,
sutfin1,sicalis,
sutspi1,limnoctites,
suwpar1,pyrrhura,
swafly1,myiarchus,
swafly3,muscicapa,
swafra1,ortygornis,
swafra2,pternistis,
swagoo1,anser,
swagre1,thescelocichla,
swahar1,circus,
swahaw,buteo,
swanig1,caprimulgus,
swapri1,laticilla,
swaspa,melospiza,
swaspa1,passer,
swaspa2,passer,
swatan1,tersina,
swathr,catharus,
swawar,limnothlypis,
swbhum1,ensifera,
swewax1,coccopygia,
swewax3,coccopygia,
swfgle,philydor,
swfowl1,ptilopsis,
swifra2,pternistis,
swipar1,lathamus,
swiphe1,lophura,
swirai1,coturnicops,
swisni1,gallinago,
swiwhe1,zosterops,
swspet,hydrobates,
swtcot1,phibalura,
swtcot2,phibalura,
swtgul1,creagrus,
swthum1,eupetomena,
swtkit,elanoides,
swtman1,chiroxiphia,
swtnig1,uropsalis,
swwpuf1,chelidoptera,
swwqua1,odontophorus,
swyrob1,swynnertonia,
sybhor1,tockus,
syknig1,caprimulgus,
sykwar2,iduna,
syrser1,serinus,
syrwoo1,dendrocopos,
szepar1,tetraophasis,
tabbab1,dumetia,
tabcis1,cisticola,
tabdro1,dicrurus,
tabfan1,rhipidura,
tabfly1,myiobius,
tabher1,phaethornis,
tabhon1,xanthotis,
tabowl1,pulsatrix,
tabpar1,erythrura,
tabsco1,megascops,
tabscr1,megapodius,
tabsee1,sporophila,
tabtan1,chlorospingus,
tabtin1,nothocercus,
tabwar1,horornis,
tacant1,grallaria,
taccat1,ailuroedus,
taceup1,euphonia,
tacfly1,aphanotriccus,
tacgre1,tunchiornis,
tacgrt1,muscisaxicola,
tachon1,gliciphila,
tacnig1,antrostomus,
tacpyt1,euscarthmus,
tacsun1,nectarinia,
tactan1,tachyphonus,
tactap1,scytalopus,
tactin1,nothoprocta,
tafdov1,ptilinopus,
tafgna1,microbates,
tafowl1,ketupa,
tafpri1,prinia,
tafqua1,rhynchortyx,
tagbut1,cracticus,
taghon1,microptilotis,
tagwea1,ploceus,
tahkin1,todiramphus,
tahmof1,carpodacus,
tahmon2,pomarea,
tahpet1,pseudobulweria,
