ebird2021,bird_families,comment
blbgna1,conopophagidae,
blbgra1,thraupidae,
blbgro2,cardinalidae,
blbgul1,laridae,
blbhil1,trochilidae,
blbhon1,meliphagidae,
blbhum1,trochilidae,
blbkin1,alcedinidae,
blbkin2,alcedinidae,
blbkin3,alcedinidae,
blbkin4,alcedinidae,
blbmal1,cuculidae,
blbman1,pipridae,
blbmon1,monarchidae,
blbmon2,monarchidae,
blbmun1,estrildidae,
blbmyz1,meliphagidae,
blbori1,icteridae,
blbpar1,psittacidae,
blbpar2,sylviidae,
blbpar3,sylviidae,
blbpar4,psittacidae,
blbpep1,vireonidae,
blbpit1,pittidae,
blbpuf1,bucconidae,
blbpuf2,malaconotidae,
blbpuf3,trochilidae,
blbqua1,phasianidae,
blbrol1,coraciidae,
blbsan1,pteroclidae,
blbscy1,furnariidae,
blbsee1,estrildidae,
blbsee2,thraupidae,
blbsee3,cardinalidae,
blbsib1,leiothrichidae,
blbsic1,paradisaeidae,
blbtan1,thraupidae,
blbtan2,thraupidae,
blbtan3,thraupidae,
blbter1,laridae,
blbtho1,trochilidae,
blbthr1,turdidae,
blbthr2,turdidae,
blbtou1,ramphastidae,
blbtre1,furnariidae,
blbtri1,campephagidae,
blbtur1,musophagidae,
blbwea1,ploceidae,
blbwoo1,furnariidae,
blbwoo2,phoeniculidae,
blbwoo3,picidae,
blbwre1,troglodytidae,
blcant1,conopophagidae,
blcant2,thamnophilidae,
blcant3,thamnophilidae,
blcant4,thamnophilidae,
blcapa1,cisticolidae,
blcapa2,cisticolidae,
blcbab1,pellorneidae,
blcbab2,timaliidae,
blcbab3,zosteropidae,
blcbar1,lybiidae,
blcbec1,tityridae,
blcbul1,pycnonotidae,
blcbul2,pycnonotidae,
blcchl1,fringillidae,
blccoq1,trochilidae,
blccor1,estrildidae,
blccra1,gruidae,
blcfin1,thraupidae,
blcfly1,tyrannidae,
blcfly2,monarchidae,
blcfru1,cotingidae,
blcgna1,conopophagidae,
blchaw1,accipitridae,
blchem1,thraupidae,
blchon1,meliphagidae,
blchon2,meliphagidae,
blchor1,bucerotidae,
blchum1,trochilidae,
blchum2,trochilidae,
blcjay1,corvidae,
blcjay2,corvidae,
blckin1,alcedinidae,
blckin2,alcedinidae,
blclor1,psittaculidae,
blclor2,psittaculidae,
blclov1,psittaculidae,
blclov2,psittaculidae,
blcman1,pipridae,
blcmon1,monarchidae,
blcpar1,psittacidae,
blcpar2,psittacidae,
blcpar3,psittaculidae,
blcpit1,pittidae,
blcpri1,cisticolidae,
blcpuf1,trochilidae,
blcrob1,petroicidae,
blcsal1,thraupidae,
blcsis1,fringillidae,
blcsis2,fringillidae,
blcspa1,passerellidae,
blcspa2,passerellidae,
blcspe1,zosteropidae,
blcswa1,hirundinidae,
blcswa2,hirundinidae,
blctan1,thraupidae,
blctan2,thraupidae,
blctin1,tinamidae,
blctit1,tityridae,
blctit4,paridae,
blctro1,trogonidae,
blctyr1,tyrannidae,
blctyr2,tyrannidae,
blcwar1,parulidae,
blcwar2,parulidae,
blcwax1,estrildidae,
blcwax2,estrildidae,
blcwoo1,picidae,
blcwoo2,picidae,
blcwoo3,picidae,
blcwoo5,picidae,
blcyuh1,zosteropidae,
bldhor1,bucerotidae,
blebar1,megalaimidae,
blecoc1,cacatuidae,
blecuc1,cuculidae,
blehem1,thraupidae,
blekin1,alcedinidae,
blelor1,psittaculidae,
blemin1,meliphagidae,
blephe1,phasianidae,
blesee1,fringillidae,
blewhe1,muscicapidae,
blfant1,formicariidae,
blfant2,thamnophilidae,
blfapa1,cisticolidae,
blfbul1,pycnonotidae,
blfbun1,emberizidae,
blfbus1,malaconotidae,
blfcan1,fringillidae,
blfcor1,phalacrocoracidae,
blfcot1,cotingidae,
blfcou1,cuculidae,
blfdac1,thraupidae,
blfdot1,charadriidae,
blfflo1,dicaeidae,
blffly1,muscicapidae,
blfgro1,cardinalidae,
blfhaw1,accipitridae,
blfhon1,meliphagidae,
blfibi1,threskiornithidae,
blfjac1,galbulidae,
blflan1,trochilidae,
blflau1,leiothrichidae,
blflor1,psittaculidae,
blfmal1,cuculidae,
blfmon1,monarchidae,
blfmun1,estrildidae,
blfnun1,bucconidae,
blfowl1,strigidae,
blfpar2,psittaculidae,
blfpar3,estrildidae,
blfpit1,pittidae,
blfred1,muscicapidae,
blfrob1,muscicapidae,
blfsan1,pteroclidae,
blfshe1,chionidae,
blfsol1,turdidae,
blfspo1,threskiornithidae,
blftan1,thraupidae,
blfter1,laridae,
blftyr1,tyrannidae,
blfwar1,scotocercidae,
blfwax1,estrildidae,
blfwoo1,artamidae,
blgant2,thamnophilidae,
blgbar1,capitonidae,
blgdov1,columbidae,
blgtan1,thraupidae,
blhant1,formicariidae,
blhant2,thamnophilidae,
blhant3,thamnophilidae,
blhant4,thamnophilidae,
blhapa1,cisticolidae,
blhbat1,platysteiridae,
blhbul1,pycnonotidae,
blhbun1,emberizidae,
blhbuz1,accipitridae,
blhcou1,cuculidae,
blhcou2,cuculidae,
blhduc1,anatidae,
blheag1,accipitridae,
blhfan1,rhipiduridae,
blhgon1,malaconotidae,
blhhem1,thraupidae,
blhher1,ardeidae,
blhhon1,meliphagidae,
blhhum1,trochilidae,
blhibi1,threskiornithidae,
blhjay1,corvidae,
blhlap1,charadriidae,
blhlau1,leiothrichidae,
blhmyz1,meliphagidae,
blhori1,oriolidae,
blhpar1,psittacidae,
blhpar3,psittaculidae,
blhpar4,psittacidae,
blhpit1,pittidae,
blhsal1,thraupidae,
blhsap1,trochilidae,
blhsib1,leiothrichidae,
blhsis1,fringillidae,
blhspi1,furnariidae,
blhsun1,trochilidae,
blhtan1,thraupidae,
blhthr1,turdidae,
blhtro1,trogonidae,
blhwax1,estrildidae,
blhwea1,ploceidae,
blhwhi1,pachycephalidae,
blhwoo1,picidae,
bljbab1,cinclosomatidae,
blkcus1,campephagidae,
blkflo1,thraupidae,
blkfra,phasianidae,
blkgui,alcidae,
blkjac1,trochilidae,
blkkit3,accipitridae,
blkmam,fringillidae,
blknod,laridae,
blkoys,haematopodidae,
blkpho,tyrannidae,
blkrai,rallidae,
blksaw1,hirundinidae,
blksco1,anatidae,
blksco2,anatidae,
blksit1,neosittidae,
blkski,laridae,
blksun1,nectariniidae,
blkswa,anatidae,
blkswi,apodidae,
blkter,laridae,
blktur,scolopacidae,
blkvul,cathartidae,
bllcis1,cisticolidae,
blldac1,thraupidae,
bllpar1,psittaculidae,
bllser1,cariamidae,
blltit1,paridae,
blmfin1,thraupidae,
blmgos1,accipitridae,
blmlea1,chloropseidae,
blmtho1,trochilidae,
blmvir1,vireonidae,
blnara1,ramphastidae,
blnchl1,fringillidae,
blncis1,cisticolidae,
blncra1,gruidae,
blnere1,cisticolidae,
blnmon1,monarchidae,
blnmou1,coliidae,
blnori1,oriolidae,
blnpar1,psittaculidae,
blnpit1,pittidae,
blnsto1,ciconiidae,
blnswa2,anatidae,
blnswi1,apodidae,
blntan1,thraupidae,
blnter1,laridae,
blnwea1,ploceidae,
blnwoo1,picidae,
blophe1,phasianidae,
blpfly1,monarchidae,
blpyel1,parulidae,
blrfla1,picidae,
blrman1,pipridae,
blrpar1,psittaculidae,
blrpit1,pittidae,
blrwar1,acrocephalidae,
blsant1,thamnophilidae,
blsbar1,capitonidae,
blsbil1,phoeniculidae,
blsflo1,dicaeidae,
blslor1,psittaculidae,
blspuf1,bucconidae,
blsrob1,muscicapidae,
blsrob2,petroicidae,
blsspa1,passerellidae,
blswoo1,furnariidae,
bltacc1,prunellidae,
bltant1,thamnophilidae,
bltant2,thamnophilidae,
bltant3,thamnophilidae,
bltapa1,cisticolidae,
bltbab1,timaliidae,
bltbar1,lybiidae,
bltbar2,megalaimidae,
bltbob1,odontophoridae,
bltbri1,trochilidae,
bltcan1,fringillidae,
bltcot1,cotingidae,
bltcou1,cuculidae,
bltcra1,rallidae,
bltcuc1,cuculidae,
blteme1,trochilidae,
bltfal1,falconidae,
bltfan1,rhipiduridae,
bltfin1,estrildidae,
bltfly1,oxyruncidae,
bltgol1,trochilidae,
bltgro1,cardinalidae,
bltgro2,thraupidae,
blthon1,meliphagidae,
blthum1,trochilidae,
bltjay1,corvidae,
bltlau1,leiothrichidae,
bltlea1,furnariidae,
bltmac1,psittacidae,
bltmal1,ploceidae,
bltman1,trochilidae,
bltmon1,monarchidae,
bltmon2,monarchidae,
bltmot1,momotidae,
bltmun1,estrildidae,
bltori1,oriolidae,
bltpar1,sylviidae,
bltpar2,psittacidae,
bltpuf1,trochilidae,
bltrob1,petroicidae,
bltrol1,coraciidae,
bltsal1,thraupidae,
bltspi1,furnariidae,
bltsta1,trochilidae,
bltsta2,trochilidae,
bltsun1,nectariniidae,
bltthi1,furnariidae,
blttit1,tityridae,
blttit2,aegithalidae,
blttra1,trochilidae,
blttro1,trogonidae,
blttro2,trogonidae,
bltwax1,estrildidae,
bltwhi1,pachycephalidae,
bltwre1,troglodytidae,
blubun,cardinalidae,
blubus1,otididae,
blucha2,fringillidae,
blucha3,fringillidae,
blucot1,cotingidae,
blucou1,cuculidae,
blucra2,gruidae,
blucus1,campephagidae,
bludac1,thraupidae,
bluduc1,anatidae,
bluebo1,psittaculidae,
bluebo4,psittaculidae,
blueth,muscicapidae,
blufan1,rhipiduridae,
blufin1,thraupidae,
bluflo1,thraupidae,
blugrb1,cardinalidae,
blujay,corvidae,
blujeb2,cinclosomatidae,
blulor1,psittaculidae,
blumoc,mimidae,
blunut1,sittidae,
blupet1,procellariidae,
blupit1,pittidae,
bluqua1,phasianidae,
blusee1,cardinalidae,
blusee4,cardinalidae,
bluswa1,hirundinidae,
blutit,paridae,
bluvan1,vangidae,
blwbis1,ploceidae,
blwbul1,pycnonotidae,
blwkoo1,alcedinidae,
blwlap1,charadriidae,
blwlau1,leiothrichidae,
blwlea1,chloropseidae,
blwlor1,psittaculidae,
blwlov1,psittaculidae,
blwmin1,leiothrichidae,
blwmon1,monarchidae,
blwori1,oriolidae,
blwpar1,psittacidae,
blwpar2,psittacidae,
blwpar3,psittaculidae,
blwpit1,pittidae,
blwpra1,glareolidae,
blwsal1,thraupidae,
blwsno1,passeridae,
blwtan1,thraupidae,
blwthr1,muscicapidae,
blwwar1,acrocephalidae,
blyhae1,accipitridae,
blyhor1,bucerotidae,
blykin1,alcedinidae,
blylew1,phylloscopidae,
blypaf1,monarchidae,
blypip1,motacillidae,
blyros1,fringillidae,
blyshb1,vireonidae,
blyswi1,apodidae,
blytra1,phasianidae,
bnbpyt1,tyrannidae,
bncbab1,pellorneidae,
bncbrt1,megapodiidae,
bncfly,tyrannidae,
bnchor1,bucerotidae,
bncjuf1,muscicapidae,
bncrai1,rallidae,
bncwoo2,picidae,
bncwoo3,picidae,
bnhcow,icteridae,
bnhgul1,laridae,
bnhnut,sittidae,
bnnpar2,psittacidae,
bnrcot1,cotingidae,
bnsfly1,muscicapidae,
bnttre1,certhiidae,
bnttre2,certhiidae,
bnweye1,platysteiridae,
bnwkin1,alcedinidae,
bobeat1,meropidae,
bobfly1,tyrannidae,
bobfly2,muscicapidae,
bobher1,ardeidae,
boboli,icteridae,
bocaka1,muscicapidae,
boclon2,motacillidae,
bocsun2,nectariniidae,
bocwea1,ploceidae,
boefly1,muscicapidae,
bogcuc1,cuculidae,
bograi1,rallidae,
bohsun1,nectariniidae,
bohwax,bombycillidae,
bohwhi1,pachycephalidae,
boisha1,phalacrocoracidae,
bokmak1,malaconotidae,
bolbla1,icteridae,
bolear1,furnariidae,
bolpig1,columbidae,
bolrec1,furnariidae,
bolsla1,thamnophilidae,
bolspi1,furnariidae,
boltap1,rhinocryptidae,
boltyr1,tyrannidae,
boneag2,accipitridae,
bongro1,fringillidae,
bongul,laridae,
bonhon1,zosteropidae,
bonnig1,caprimulgidae,
bonpar1,psittacidae,
bonpet,procellariidae,
bonpig1,columbidae,
bonthr2,turdidae,
booeag1,accipitridae,
boorat2,trochilidae,
boorat4,trochilidae,
boowar1,acrocephalidae,
bopphe1,phasianidae,
boptyr1,tyrannidae,
borbar1,megalaimidae,
borbri1,pityriasidae,
borchi2,paridae,
borcis1,cisticolidae,
borgrm1,corvidae,
borlea1,chloropseidae,
borowl,strigidae,
borspi1,nectariniidae,
borstu1,scotocercidae,
bortai1,trochilidae,
bortre1,corvidae,
borwhi1,pachycephalidae,
borwht1,muscicapidae,
bostib1,timaliidae,
botgra,icteridae,
botlar1,alaudidae,
botspa,passerellidae,
botwea1,ploceidae,
boubat1,platysteiridae,
boucha1,muscicapidae,
boucro1,corvidae,
bouhon1,meliphagidae,
boumon1,monarchidae,
boupar2,psittaculidae,
bouthi1,locustellidae,
bouwre1,troglodytidae,
bowbab1,pellorneidae,
bowfin1,thraupidae,
bowsht1,pachycephalidae,
boycus1,campephagidae,
brabus1,malaconotidae,
bracor,phalacrocoracidae,
braeme2,trochilidae,
braeme3,trochilidae,
brafri1,meliphagidae,
brahor1,bucerotidae,
brakit1,accipitridae,
bramar1,hirundinidae,
brambl,fringillidae,
bramer1,anatidae,
brant,anatidae,
brarub1,trochilidae,
brasta1,sturnidae,
braswi1,apodidae,
bratan1,thraupidae,
bratap1,rhinocryptidae,
bratea1,anatidae,
bratin1,tinamidae,
brbant1,grallariidae,
brbant2,thamnophilidae,
brbbar1,lybiidae,
brbbul1,pycnonotidae,
brbfai1,maluridae,
brbfai2,maluridae,
brbflo1,dicaeidae,
brbfly1,monarchidae,
brbfly2,muscicapidae,
brbger1,acanthizidae,
brbhon1,meliphagidae,
brbhum,trochilidae,
brbhum2,trochilidae,
brbmoc1,mimidae,
brbmot1,momotidae,
brbnee1,apodidae,
brbpar1,psittacidae,
brbpar2,psittacidae,
brbpar3,psittaculidae,
brbpri1,procellariidae,
brbpuf1,bucconidae,
brbrol1,coraciidae,
brbsan,scolopacidae,
brbscy1,furnariidae,
brbsol1,turdidae,
brbswa1,hirundinidae,
brbtan1,thraupidae,
brbtod1,todidae,
brbwar1,scotocercidae,
brbwar2,locustellidae,
brbwhi1,pachycephalidae,
brbwoo1,picidae,
brcale1,muscicapidae,
brcbar1,capitonidae,
brcdov1,columbidae,
brcfan1,rhipiduridae,
brcfly1,tyrannidae,
brcful1,leiothrichidae,
brclap1,charadriidae,
brclau1,leiothrichidae,
brcmar1,hirundinidae,
brcred1,parulidae,
brcsta1,sturnidae,
brctch1,malaconotidae,
brctyr,tyrannidae,
brcvir1,vireonidae,
brcwea1,ploceidae,
brdowl,strigidae,
brebla,icteridae,
brebul1,pycnonotidae,
brephe1,phasianidae,
brespa,passerellidae,
bretai1,locustellidae,
brewoo1,picidae,
brfgle1,furnariidae,
brfowl1,strigidae,
brftan1,thraupidae,
brfwoo1,picidae,
brgdov1,columbidae,
brgeup1,fringillidae,
brgpig1,columbidae,
brhant1,thamnophilidae,
brhapa1,cisticolidae,
brhbar1,megalaimidae,
brhcro1,corvidae,
brhgre1,vireonidae,
brhgul2,laridae,
brhhon1,meliphagidae,
brhkin1,alcedinidae,
brhpar1,psittacidae,
brhpar2,psittacidae,
brhthr1,turdidae,
brican1,fringillidae,
brigra2,locustellidae,
brihon1,meliphagidae,
bripet,hydrobatidae,
brispa1,passerellidae,
briter1,laridae,
britit,paridae,
brlwar1,phylloscopidae,
brnbar1,lybiidae,
brnbar2,megalaimidae,
brnboo,sulidae,
brncac1,furnariidae,
brncre,certhiidae,
brnfir1,estrildidae,
brnhao1,strigidae,
brnhao3,strigidae,
brnhor1,bucerotidae,
brnjay,corvidae,
brnnod,laridae,
brnowl,tytonidae,
brnpar1,psittacidae,
brnpel,pelecanidae,
brnpig1,columbidae,
brnpri2,cisticolidae,
brnpri3,cisticolidae,
brnrav1,corvidae,
brnshr,laniidae,
brnsku3,stercorariidae,
brnthr,mimidae,
brnwar1,sylviidae,
broacc1,prunellidae,
brobab1,leiothrichidae,
brobul1,fringillidae,
brocow,icteridae,
brocow2,icteridae,
brocra1,rallidae,
brodip1,cinclidae,
brodro1,dicruridae,
broela1,tyrannidae,
brofal1,falconidae,
brofan1,rhipiduridae,
brofly1,tyrannidae,
broful1,leiothrichidae,
broger1,acanthizidae,
brogos1,accipitridae,
broher,trochilidae,
brohon1,meliphagidae,
broill1,pellorneidae,
broinc1,trochilidae,
broinc2,trochilidae,
brojac1,galbulidae,
brojac2,galbulidae,
brolga1,gruidae,
brolor1,psittaculidae,
broman1,estrildidae,
bromes1,mesitornithidae,
bronig1,caprimulgidae,
bronun1,bucconidae,
broori1,oriolidae,
bropar1,sylviidae,
bropri1,cisticolidae,
broqua1,phasianidae,
brosha1,phalacrocoracidae,
brosic1,paradisaeidae,
broson1,locustellidae,
brosun1,nectariniidae,
brotan1,thraupidae,
brotea1,anatidae,
brotho1,acanthizidae,
brotin1,tinamidae,
brotre1,mimidae,
brotre2,climacteridae,
brotwi1,estrildidae,
brqdov1,columbidae,
brratt1,tyrannidae,
brrbun1,emberizidae,
brrmin1,campephagidae,
brrsee1,fringillidae,
brrtap1,rhinocryptidae,
brrwhe10,zosteropidae,
brrwhe3,zosteropidae,
brrwhe4,zosteropidae,
brrwhe8,zosteropidae,
brrwhe9,zosteropidae,
brseag1,accipitridae,
brsrob1,muscicapidae,
brtbab1,timaliidae,
brtbar1,megalaimidae,
brtcha1,muscicapidae,
brtcom1,trochilidae,
brtcur,scolopacidae,
brtgra2,locustellidae,
brther2,trochilidae,
brthum,trochilidae,
brtpar1,psittacidae,
brtpar2,psittaculidae,
brtplu1,trochilidae,
brttho1,trochilidae,
brubro1,columbidae,
brubrt1,megapodiidae,
brubru1,malaconotidae,
brucuc1,cuculidae,
brucuc2,cuculidae,
brufly1,tyrannidae,
brutin1,tinamidae,
bruwat1,meliphagidae,
brvear1,trochilidae,
brwcou1,glareolidae,
brweye1,zosteropidae,
brwhaw,accipitridae,
brwjac1,jacanidae,
brwowl1,strigidae,
brwpar1,psittacidae,
brwpar2,sylviidae,
brwrai1,rallidae,
brwsta1,sturnidae,
brwwar1,phylloscopidae,
bryfin1,thraupidae,
bryshe1,procellariidae,
bsbeye1,thamnophilidae,
bsrcha1,muscicapidae,
bssowl,strigidae,
bswdov1,columbidae,
bswowl1,strigidae,
btbeat1,meropidae,
btbeat2,meropidae,
btbrob1,muscicapidae,
btbsun2,nectariniidae,
btbwar,parulidae,
btfgle1,furnariidae,
btgsta1,sturnidae,
bthhue1,rhinocryptidae,
btmjay,corvidae,
btnhen1,rallidae,
btnwar,parulidae,
btpgua1,cracidae,
btpphe1,phasianidae,
btpwhy1,viduidae,
btsfin1,thraupidae,
btstan1,thraupidae,
btther1,ardeidae,
btttyr1,tyrannidae,
btttyr2,tyrannidae,
btwbab1,pellorneidae,
btweye1,platysteiridae,
btweye2,platysteiridae,
btywar,parulidae,
bubbab1,pellorneidae,
bubbus1,locustellidae,
bubbut1,turnicidae,
bubcha1,cracidae,
bubcis1,cisticolidae,
bubcor1,estrildidae,
bubcur1,cracidae,
bubear2,furnariidae,
bubfly,tyrannidae,
bubgro1,cardinalidae,
bubgro2,cardinalidae,
bubhel1,trochilidae,
bubher1,trochilidae,
bubhum,trochilidae,
bubmon1,monarchidae,
bubpak1,alcedinidae,
bubpak2,alcedinidae,
bubpuf1,bucconidae,
bubrai1,rallidae,
bubsab1,trochilidae,
bubsan,scolopacidae,
bubtan1,thraupidae,
bubtan2,thraupidae,
bubtyr1,tyrannidae,
bubwar1,phylloscopidae,
bubwar2,cisticolidae,
bubwre1,troglodytidae,
bucbab1,timaliidae,
bucbus1,otididae,
bucgre1,vireonidae,
buchor1,bucerotidae,
bucifr1,ifritidae,
bucjac1,galbulidae,
bucjay1,corvidae,
buclau1,leiothrichidae,
bucmot1,momotidae,
bucmot2,momotidae,
bucmot3,momotidae,
bucmot4,momotidae,
bucnig,caprimulgidae,
bucpar,psittacidae,
bucred1,muscicapidae,
bucsap1,trochilidae,
buctof1,tyrannidae,
budger,psittaculidae,
buffal1,falconidae,
buffle,anatidae,
bufhel1,trochilidae,
bufhum1,trochilidae,
buflau1,leiothrichidae,
bufowl1,strigidae,
bufowl2,strigidae,
bufpar,psittacidae,
bufpar1,psittacidae,
bufpip1,motacillidae,
bufscr1,acanthizidae,
bufsee1,thraupidae,
buftuf1,furnariidae,
buftuf3,furnariidae,
buggna,polioptilidae,
buglio1,leiothrichidae,
bugnod,laridae,
bugrob1,petroicidae,
bugsta1,sturnidae,
bugtan,thraupidae,
buhcou1,cuculidae,
buhmac1,psittacidae,
buhshr1,laniidae,
buhsun1,nectariniidae,
buhvir,vireonidae,
bukwoo1,scolopacidae,
bulalb2,diomedeidae,
bulori,icteridae,
bulpet,procellariidae,
bulphe1,phasianidae,
bulshe,procellariidae,
bumbee1,meropidae,
bumhum,trochilidae,
bunere1,cisticolidae,
bunfly1,muscicapidae,
bunibi1,threskiornithidae,
bunwoo1,picidae,
burbus1,alaudidae,
burcou2,glareolidae,
burcus1,campephagidae,
burhon1,meliphagidae,
burjuf1,muscicapidae,
burori2,oriolidae,
burori3,oriolidae,
burowl,strigidae,
burpar,psittacidae,
bursan1,pteroclidae,
burshr1,laniidae,
burtai1,psittaculidae,
burtho1,acanthizidae,
burthr,muscicapidae,
burthr1,turdidae,
burwar1,parulidae,
burwhe1,zosteropidae,
burwoo1,picidae,
buryuh1,zosteropidae,
busbla1,sylviidae,
busbus1,muscicapidae,
busfla1,picidae,
busflu1,sarothruridae,
bushti,aegithalidae,
buspet1,passeridae,
buspip1,motacillidae,
busrob1,petroicidae,
buswid1,ploceidae,
buswoo1,picidae,
buswre1,acanthisittidae,
butapa1,cisticolidae,
butcor1,trochilidae,
butfly1,muscicapidae,
butfly2,muscicapidae,
butfog4,furnariidae,
buthil1,trochilidae,
buthum,trochilidae,
butkne1,burhinidae,
butpuf1,trochilidae,
butpur1,tityridae,
butsal1,thraupidae,
butsic1,trochilidae,
butsun2,nectariniidae,
buttro1,trogonidae,
butwar1,phylloscopidae,
butwoo1,furnariidae,
butwoo2,furnariidae,
buvbul1,pycnonotidae,
buvhum1,trochilidae,
buwcin1,furnariidae,
buwgoo1,anatidae,
buwmac1,psittacidae,
buwpar1,psittacidae,
buwpar2,psittacidae,
buwpar3,psittacidae,
buwsta1,trochilidae,
buwtea,anatidae,
buwwar,parulidae,
bwfshr1,vangidae,
bwfshr2,vangidae,
bwgdov1,columbidae,
bwmtan1,thraupidae,
bwrtai1,psittaculidae,
bwwbab1,timaliidae,
bwwwre1,troglodytidae,
caaant1,thamnophilidae,
caacac1,furnariidae,
caawoo1,picidae,
cabbun1,emberizidae,
cabgoo1,anatidae,
cabgre1,pycnonotidae,
cabgre3,pycnonotidae,
cabspi1,furnariidae,
cabtra1,phasianidae,
cacbul1,pycnonotidae,
caccan1,furnariidae,
cacgoo1,anatidae,
caclar1,alaudidae,
cacpar1,psittacidae,
cacwre,troglodytidae,
caeowl1,strigidae,
cafdov1,columbidae,
caichi1,phylloscopidae,
caipar2,psittacidae,
caisha2,phalacrocoracidae,
caisto1,muscicapidae,
caiswi1,apodidae,
caitea1,anatidae,
calcon,cathartidae,
calgna,polioptilidae,
calgul,laridae,
calhum,trochilidae,
callar1,alaudidae,
calqua,odontophoridae,
calrai1,rallidae,
calthr,mimidae,
caltow,passerellidae,
camboo1,strigidae,
camfli1,picidae,
camfra2,phasianidae,
camgre2,pycnonotidae,
camhap1,psittaculidae,
camind1,viduidae,
camlau1,leiothrichidae,
cammin2,furnariidae,
campig1,columbidae,
camscw1,locustellidae,
camspe1,zosteropidae,
camsun2,nectariniidae,
camtai1,cisticolidae,
camtro1,icteridae,
camwar,parulidae,
cancan1,furnariidae,
caneme1,trochilidae,
canfly2,petroicidae,
cangoo,anatidae,
cangro1,furnariidae,
canoys1,haematopodidae,
cantow,passerellidae,
canvas,anatidae,
canwar,parulidae,
canwre,troglodytidae,
caogre1,pycnonotidae,
capbab1,leiothrichidae,
capbat1,platysteiridae,
capbul1,pycnonotidae,
capbun1,emberizidae,
capcan1,fringillidae,
capcon1,thraupidae,
capcor1,phalacrocoracidae,
capcro1,macrosphenidae,
capcro2,corvidae,
capfra2,phasianidae,
capgan1,sulidae,
capgls1,sturnidae,
capgra1,macrosphenidae,
capgri1,accipitridae,
capher1,ardeidae,
caplar1,alaudidae,
capowl1,strigidae,
cappet,procellariidae,
capsee1,thraupidae,
capsho1,anatidae,
capsis2,fringillidae,
capspa1,passeridae,
capsug1,promeropidae,
captea1,anatidae,
capuch1,cotingidae,
capwag1,motacillidae,
capwea1,ploceidae,
capwhe1,muscicapidae,
capwhe2,zosteropidae,
capwhe3,zosteropidae,
capwhe6,zosteropidae,
caqsee1,thraupidae,
carcar1,falconidae,
carcha1,muscicapidae,
carchi,paridae,
carcis1,cisticolidae,
carcro1,corvidae,
cardov1,columbidae,
carela1,tyrannidae,
cargra1,icteridae,
cargra2,maluridae,
carlor1,psittaculidae,
carmar1,hirundinidae,
carmyz1,meliphagidae,
carpar,psittacidae,
carpar1,paradisaeidae,
carpar3,paradisaeidae,
carque1,ploceidae,
carrew1,acrocephalidae,
carsee1,cardinalidae,
carsun2,nectariniidae,
cartan2,cardinalidae,
cartap1,rhinocryptidae,
carthr1,muscicapidae,
cartit2,paridae,
carwoo1,picidae,
carwre,troglodytidae,
casant1,thamnophilidae,
casauk,alcidae,
casfin,fringillidae,
casfin1,thraupidae,
casfly1,muscicapidae,
casgul2,laridae,
cashae1,accipitridae,
cashon1,indicatoridae,
caskin,tyrannidae,
casoro2,icteridae,
casplo1,charadriidae,
cassno1,phasianidae,
casspa,passerellidae,
casspi1,apodidae,
caster1,laridae,
castit2,paridae,
casvir,vireonidae,
categr,ardeidae,
categr2,ardeidae,
cattyr,tyrannidae,
cauant2,thamnophilidae,
caugro1,phasianidae,
caugua1,cracidae,
causno1,phasianidae,
cavshe1,procellariidae,
cavspa1,passeridae,
cavstp1,hydrobatidae,
cavswa,hirundinidae,
cavswi2,apodidae,
cavswi3,apodidae,
cawfin1,thraupidae,
cayjay1,corvidae,
caynig1,caprimulgidae,
cbbwar2,locustellidae,
cbfdov1,columbidae,
cbgcuc1,cuculidae,
cbipig1,columbidae,
cbipig2,columbidae,
cbjbab1,cinclosomatidae,
cbmfin1,thraupidae,
cbmtan1,thraupidae,
cbqthr1,cinclosomatidae,
cbrthr1,muscicapidae,
cbsbab1,timaliidae,
cbsbab2,timaliidae,
cbsfin,thraupidae,
cbslar1,alaudidae,
cbswea1,ploceidae,
cbttyr1,tyrannidae,
ccbeat1,meropidae,
ccbfin,passerellidae,
ccbwar1,scotocercidae,
ccfdov1,columbidae,
ccfgle1,furnariidae,
ccfgle2,furnariidae,
ccswea1,ploceidae,
cebboo1,strigidae,
cebflo1,dicaeidae,
cecman1,pipridae,
cedwax,bombycillidae,
ceghor1,bucerotidae,
cehpar1,psittaculidae,
celmon1,monarchidae,
cepfly1,rhipiduridae,
cercus1,campephagidae,
cerwar,parulidae,
cetwar1,scotocercidae,
ceybuw1,locustellidae,
ceyfro1,podargidae,
ceyjun1,phasianidae,
ceymag1,corvidae,
ceymyn1,sturnidae,
ceyspu1,phasianidae,
ceywhe1,zosteropidae,
ceywht1,muscicapidae,
ceywop1,columbidae,
cfsbab1,vireonidae,
cfweye1,zosteropidae,
chaant1,thamnophilidae,
chaapa1,cisticolidae,
chabar1,lybiidae,
chabrt1,tyrannidae,
chabul1,pycnonotidae,
chacha1,cracidae,
chacis1,cisticolidae,
chaear1,furnariidae,
chafly1,muscicapidae,
