ebird2021,bird_families,comment
slathr3,turdidae,
slavir1,vireonidae,
slbbab1,leiothrichidae,
slbblc1,cacatuidae,
slbcht1,tyrannidae,
slbcht3,tyrannidae,
slbcro1,corvidae,
slbcro3,corvidae,
slbcur,scolopacidae,
slbfin1,thraupidae,
slbfin2,passerellidae,
slbfin3,thraupidae,
slbflu1,sarothruridae,
slbfly1,muscicapidae,
slbfly2,muscicapidae,
slbfor1,muscicapidae,
slbgra1,icteridae,
slbgre1,pycnonotidae,
slbgul,laridae,
slbgul1,laridae,
slbhem1,thraupidae,
slbkit1,accipitridae,
slblar1,alaudidae,
slbmin1,furnariidae,
slbori1,oriolidae,
slbpar1,psittacidae,
slbpri1,procellariidae,
slbrai1,rallidae,
slbsta1,sturnidae,
slbtes1,scotocercidae,
slbtho1,acanthizidae,
slbtho2,acanthizidae,
slbthr1,turdidae,
slbtin1,tinamidae,
slbtyr1,tyrannidae,
slbvul1,accipitridae,
slbwea1,ploceidae,
slbxen1,furnariidae,
slcant2,grallariidae,
slcant3,thamnophilidae,
slcant5,grallariidae,
slcbou1,malaconotidae,
slccoo1,rallidae,
slcfly1,tyrannidae,
slcgro1,thraupidae,
slchaw2,accipitridae,
slclon1,melanocharitidae,
slcsee1,thraupidae,
slcsol1,turdidae,
sleant1,thamnophilidae,
sleshe1,trochilidae,
slftyr1,tyrannidae,
slgrol1,brachypteraciidae,
slhpar1,psittaculidae,
sllcra1,rallidae,
slmgos1,accipitridae,
sltcis1,cisticolidae,
sltgna1,polioptilidae,
sltnig1,caprimulgidae,
sltred,parulidae,
slttro1,trogonidae,
sltwoo1,trochilidae,
slweye1,zosteropidae,
smabut2,turnicidae,
smamin1,campephagidae,
smanil1,muscicapidae,
smapra1,glareolidae,
smaspa1,accipitridae,
smawhi1,sylviidae,
smbani,cuculidae,
smbela1,tyrannidae,
smbfin1,passerellidae,
smbkin1,alcedinidae,
smbtin1,tinamidae,
smbtyr1,tyrannidae,
smbtyr2,tyrannidae,
smbwoo1,picidae,
smcpew1,tyrannidae,
smew,anatidae,
smftof1,tyrannidae,
smgfin1,thraupidae,
smilon,calcariidae,
smohon1,meliphagidae,
smorob2,petroicidae,
smowar1,phylloscopidae,
smtfin1,thraupidae,
snakit,accipitridae,
snapen1,spheniscidae,
snbfly1,muscicapidae,
snbhum1,trochilidae,
snbnut1,sittidae,
sncman1,pipridae,
snecou1,cuculidae,
snisni1,scolopacidae,
snmmun1,estrildidae,
snmqua2,phasianidae,
snmrob1,petroicidae,
snobun,calcariidae,
snocot1,cotingidae,
snoegr,ardeidae,
snogoo,anatidae,
snoowl1,strigidae,
snopar1,phasianidae,
snopet1,procellariidae,
snopig1,columbidae,
snoplo5,charadriidae,
snoshe2,chionidae,
snowca1,trochilidae,
sntbab1,timaliidae,
sntkin1,tyrannidae,
snttyr1,tyrannidae,
snttyr2,tyrannidae,
soacha1,muscicapidae,
soalea1,furnariidae,
soapas1,rostratulidae,
soashe1,anatidae,
soasni1,scolopacidae,
soasni2,scolopacidae,
soaswa2,hirundinidae,
soatan1,cardinalidae,
soater1,laridae,
sobcac1,icteridae,
sobeat1,meropidae,
sobfly1,muscicapidae,
sobkiw1,apterygidae,
sobtyr1,tyrannidae,
sobtyr2,tyrannidae,
socbab1,pellorneidae,
socbun1,emberizidae,
socbuz1,accipitridae,
soccis1,cisticolidae,
soccor1,phalacrocoracidae,
socdov1,columbidae,
socfly1,tyrannidae,
socfly2,tyrannidae,
socher1,trochilidae,
soclap1,charadriidae,
socmoc1,mimidae,
socpuf1,bucconidae,
socspa1,passeridae,
socsta1,sturnidae,
socsun2,nectariniidae,
socwar2,cisticolidae,
socwea1,ploceidae,
socwre2,troglodytidae,
soffin1,passerellidae,
sofspi1,furnariidae,
soghor1,bucorvidae,
sogpip1,motacillidae,
sogsha1,phalacrocoracidae,
sohbul1,pycnonotidae,
sohmyn1,sturnidae,
sohtyr1,tyrannidae,
sohwre1,troglodytidae,
soicus1,campephagidae,
soifro1,podargidae,
soioys1,haematopodidae,
soipio1,oriolidae,
soirew1,acrocephalidae,
soisni1,scolopacidae,
soiwhe2,zosteropidae,
soiwhe3,zosteropidae,
soiwre1,acanthisittidae,
sokpip1,motacillidae,
soleag1,accipitridae,
solhao1,strigidae,
solnig1,caprimulgidae,
solpet1,procellariidae,
solsan,scolopacidae,
solsee1,accipitridae,
solsni1,scolopacidae,
soltin1,tinamidae,
sombou1,malaconotidae,
sombun1,emberizidae,
somcha1,muscicapidae,
somcou1,glareolidae,
somcro1,macrosphenidae,
somcro2,corvidae,
somfis1,laniidae,
somgre1,pycnonotidae,
somgro1,fringillidae,
somhum1,trochilidae,
somkin1,alcedinidae,
somnig1,caprimulgidae,
sompig1,columbidae,
sompig2,columbidae,
sompit1,pittidae,
somspa1,passeridae,
somsta1,sturnidae,
somthr1,turdidae,
somtit3,paridae,
somtit4,paridae,
somwhe1,muscicapidae,
sonspa,passerellidae,
sonthr1,turdidae,
sonwre1,troglodytidae,
sooalb1,diomedeidae,
sooant1,thamnophilidae,
soobab1,timaliidae,
soobar1,trochilidae,
soobar2,megalaimidae,
soobou1,malaconotidae,
soocha1,muscicapidae,
soofal1,falconidae,
soofly1,muscicapidae,
soogra2,thraupidae,
soogro1,phasianidae,
soogul2,laridae,
soomel1,meliphagidae,
soomyz1,meliphagidae,
sooowl1,tytonidae,
soooys1,haematopodidae,
soorob1,turdidae,
sooshe,procellariidae,
soosht1,pachycephalidae,
soosla1,thamnophilidae,
sooswi1,apodidae,
sooter1,laridae,
sootit1,aegithalidae,
sootyr1,tyrannidae,
soowoo1,picidae,
sopbab1,leiothrichidae,
soppet1,procellariidae,
sopsku1,stercorariidae,
soptit1,remizidae,
sora,rallidae,
sosfly1,tyrannidae,
sosowl1,strigidae,
sosrob1,petroicidae,
sotfan1,rhipiduridae,
souant1,tyrannidae,
souben1,tyrannidae,
soublt1,paridae,
souboo2,strigidae,
souboo4,strigidae,
souboo5,strigidae,
souboo6,strigidae,
souboo8,strigidae,
soubou1,malaconotidae,
soucar1,falconidae,
soucas1,casuariidae,
soucit1,fringillidae,
soucrp1,columbidae,
soucrp2,columbidae,
souemt1,ramphastidae,
souemu1,maluridae,
soufis1,laniidae,
souful1,procellariidae,
sougrc1,fringillidae,
souhyl1,hyliotidae,
soulap1,charadriidae,
soulog1,orthonychidae,
soumar,hirundinidae,
soupoc1,anatidae,
souscr1,anhimidae,
soushr2,monarchidae,
soushr3,laniidae,
sousun1,nectariniidae,
sousun2,nectariniidae,
soutch1,malaconotidae,
souwhi1,acanthizidae,
souwpw1,caprimulgidae,
spacoq1,trochilidae,
spacot1,cotingidae,
spadro1,dicruridae,
spaeag1,accipitridae,
spahon1,meliphagidae,
spakoo1,alcedinidae,
spaown1,aegothelidae,
spaspa1,passeridae,
spbant1,grallariidae,
spbant3,thamnophilidae,
spbant4,thamnophilidae,
spbant5,thamnophilidae,
spbant6,thamnophilidae,
spbduc,anatidae,
spbfan1,rhipiduridae,
spbibi1,threskiornithidae,
spblap1,charadriidae,
spblau1,leiothrichidae,
spbmel1,meliphagidae,
spbori,icteridae,
spbpar1,sylviidae,
spbpel1,pelecanidae,
spbpuf1,bucconidae,
spbpuf3,bucconidae,
spbsan1,scolopacidae,
spbscb1,timaliidae,
spbtho1,furnariidae,
spbtou1,ramphastidae,
spbtyr1,tyrannidae,
spbwoo1,picidae,
spbwoo2,picidae,
spbwre1,troglodytidae,
spbwre2,troglodytidae,
spcant1,thamnophilidae,
spcbar1,capitonidae,
spceup1,fringillidae,
spchon1,meliphagidae,
spcpic1,picidae,
spctan1,thraupidae,
spcwoo1,furnariidae,
spebar1,leiothrichidae,
spebul1,pycnonotidae,
specha2,cracidae,
specha3,cracidae,
specha4,cracidae,
speduc2,anatidae,
speeid,anatidae,
spefin1,fringillidae,
speflo1,dicaeidae,
speful1,sylviidae,
spegui1,alcidae,
spehao1,strigidae,
spehum1,trochilidae,
spemon1,monarchidae,
spemon3,monarchidae,
spemou1,tityridae,
spemou2,coliidae,
speowl1,strigidae,
speowl2,strigidae,
spepar1,psittacidae,
spepar2,sylviidae,
spepet1,procellariidae,
spepic1,picidae,
spepig1,columbidae,
spepri1,furnariidae,
sperai1,rallidae,
spered1,parulidae,
spespi1,furnariidae,
spespi2,nectariniidae,
spetan1,thraupidae,
spetea3,anatidae,
spetet1,bernieridae,
spetin1,lybiidae,
spetyr1,tyrannidae,
spewar2,sylviidae,
spewar3,acanthizidae,
spewea1,ploceidae,
spewea2,ploceidae,
spfant1,thamnophilidae,
spfbar1,lybiidae,
spfgal1,rallidae,
spfpar1,psittacidae,
spfpar2,psittacidae,
spfswi1,apodidae,
spfwea1,ploceidae,
spgpig1,columbidae,
spgsta1,sturnidae,
spgthr1,turdidae,
sphlar1,alaudidae,
spibab1,leiothrichidae,
spibir1,locustellidae,
spigua1,cracidae,
spimac1,psittacidae,
spipig1,columbidae,
spipig2,columbidae,
spipig3,columbidae,
spispi1,furnariidae,
spitap2,rhinocryptidae,
spiwaa1,thamnophilidae,
spiwoo1,furnariidae,
spjbab1,cinclosomatidae,
splast1,paradisaeidae,
splfai1,maluridae,
splsun2,nectariniidae,
spmthr1,muscicapidae,
spnbab1,timaliidae,
spnbul1,pycnonotidae,
spnthr1,turdidae,
spoant1,thamnophilidae,
spoant5,grallariidae,
spoant6,grallariidae,
spobam1,rhinocryptidae,
spobar1,furnariidae,
spober1,melanocharitidae,
spobow1,ptilonorhynchidae,
spobut2,turnicidae,
spobuw1,locustellidae,
spobuw2,locustellidae,
spobuw3,locustellidae,
spocat1,ptilonorhynchidae,
spocat2,ptilonorhynchidae,
spocra1,rallidae,
spocra2,rallidae,
spocre2,certhiidae,
spocre3,certhiidae,
spocro1,leiothrichidae,
spodov,columbidae,
spofan1,rhipiduridae,
spofly1,muscicapidae,
spofly3,muscicapidae,
spofor1,muscicapidae,
spogre1,pycnonotidae,
spohar1,accipitridae,
spohon2,indicatoridae,
spohon3,meliphagidae,
spokes1,falconidae,
spokin1,alcedinidae,
spolau1,leiothrichidae,
sponig1,caprimulgidae,
sponit2,turdidae,
sponot1,tinamidae,
sponut1,corvidae,
spoowl,strigidae,
spoowl1,strigidae,
spopar1,pardalotidae,
spopic1,picidae,
spopuf1,bucconidae,
sporai,rallidae,
spored,scolopacidae,
sposan,scolopacidae,
sposan1,pteroclidae,
sposha1,phalacrocoracidae,
sposta1,sturnidae,
spotan1,thraupidae,
spothr1,modulatricidae,
spotow,passerellidae,
spowoo1,furnariidae,
spowre1,troglodytidae,
spqthr1,cinclosomatidae,
sprgro,phasianidae,
sprpip,motacillidae,
sptant1,thamnophilidae,
sptbab1,pellorneidae,
sptfla1,picidae,
sptfly1,tyrannidae,
sptgos1,accipitridae,
spthum1,trochilidae,
spthum2,trochilidae,
sptkne1,burhinidae,
sptnig1,caprimulgidae,
sptwoo1,furnariidae,
spvear1,trochilidae,
spwant2,thamnophilidae,
spwant3,thamnophilidae,
spwbab1,elachuridae,
spwduc1,anatidae,
spweye2,zosteropidae,
spwfal2,falconidae,
spwgoo1,anatidae,
spwgro1,fringillidae,
spwlap1,charadriidae,
spwmon1,monarchidae,
spwowl1,strigidae,
spwpar2,psittacidae,
spwpig1,columbidae,
spwpig3,columbidae,
spwqua1,odontophoridae,
spwros2,fringillidae,
spwros3,fringillidae,
spwsta1,sturnidae,
spwthr1,turdidae,
sqtbul1,pycnonotidae,
sqtdro1,dicruridae,
sqtkit1,accipitridae,
sqtnig1,caprimulgidae,
sqtsaw1,hirundinidae,
squant1,thamnophilidae,
squcuc1,cuculidae,
squher1,ardeidae,
squpig1,columbidae,
srbhor1,bucerotidae,
srlbao1,tytonidae,
srldro1,dicruridae,
srlscb1,timaliidae,
srlswa1,hirundinidae,
srlwoo1,vangidae,
srwswa1,hirundinidae,
sshpet1,procellariidae,
sstlar1,alaudidae,
sstlar3,alaudidae,
sstlar4,alaudidae,
sstspa,passerellidae,
stabus1,otididae,
stafin1,estrildidae,
stalar2,alaudidae,
stavir1,vireonidae,
stbant1,thamnophilidae,
stbant2,thamnophilidae,
stbbit1,ardeidae,
stbbul1,pycnonotidae,
stbcan1,furnariidae,
stbcin1,furnariidae,
stbcro1,corvidae,
stbcus1,campephagidae,
stbear2,furnariidae,
stbeat1,meropidae,
stbfan1,rhipiduridae,
stbflu1,sarothruridae,
stbfly1,monarchidae,
stbher1,trochilidae,
stbhon2,meliphagidae,
stbhon3,meliphagidae,
stbkin1,alcedinidae,
stbori,icteridae,
stbree2,furnariidae,
stbrha1,sturnidae,
stbspi1,furnariidae,
stbspi2,nectariniidae,
stbsta1,trochilidae,
stbtit2,paridae,
stbtre1,furnariidae,
stbtyr1,tyrannidae,
stbwhy1,viduidae,
stbwoo1,furnariidae,
stbwoo2,furnariidae,
stbwoo3,picidae,
stbwoo4,picidae,
stbwre1,troglodytidae,
stbwre2,troglodytidae,
stcant1,thamnophilidae,
stcant2,grallariidae,
stcant3,thamnophilidae,
stcant4,thamnophilidae,
stcgre1,pycnonotidae,
stcgre3,pycnonotidae,
stcgre4,pycnonotidae,
stcspa1,passerellidae,
stcspi1,furnariidae,
stcspi2,furnariidae,
stctre1,furnariidae,
stcwoo1,picidae,
stebul2,pycnonotidae,
stecan1,furnariidae,
stedov1,columbidae,
steeag1,accipitridae,
steeid,anatidae,
stejay,corvidae,
stelio1,leiothrichidae,
stelor1,psittaculidae,
stepet,procellariidae,
stfgle1,furnariidae,
stftho1,furnariidae,
stftyr1,tyrannidae,
stgpig1,columbidae,
stgsta1,sturnidae,
sthant1,thamnophilidae,
sthant2,grallariidae,
sthbrf1,passerellidae,
sthbrf2,passerellidae,
sthbrf3,passerellidae,
sthbrf4,passerellidae,
sthbrf5,passerellidae,
sthbrf6,passerellidae,
sthbrf7,passerellidae,
sthbrf8,passerellidae,
sthbul1,pycnonotidae,
sthcra1,rallidae,
sthcuc1,cuculidae,
sthhon1,meliphagidae,
sthhoo1,upupidae,
sthmun1,estrildidae,
sthmun3,estrildidae,
sthplo1,charadriidae,
sthrai1,rallidae,
sthsee2,fringillidae,
sthsee3,fringillidae,
sthspa1,passerellidae,
sthwhe1,zosteropidae,
sthwoo1,furnariidae,
stisan,scolopacidae,
stisha2,phalacrocoracidae,
stitap1,rhinocryptidae,
stitch1,notiomystidae,
stiwoo1,picidae,
stiwre1,acanthisittidae,
stlori1,icteridae,
stlpar1,psittacidae,
stlwar,parulidae,
stnfly1,tyrannidae,
stnibi1,threskiornithidae,
stocis1,cisticolidae,
stodov1,columbidae,
stofly1,tyrannidae,
stonec4,muscicapidae,
stonec6,muscicapidae,
stonec7,muscicapidae,
stopar1,odontophoridae,
stosto1,ciconiidae,
stpfly1,monarchidae,
stptyr1,tyrannidae,
strant2,thamnophilidae,
strant3,formicariidae,
strbab1,leiothrichidae,
strbar1,leiothrichidae,
strber1,melanocharitidae,
strbow1,ptilonorhynchidae,
strbri1,rhinocryptidae,
strbul1,pycnonotidae,
strbul2,pycnonotidae,
strcar1,falconidae,
strcra1,rallidae,
strcuc1,cuculidae,
stream1,trochilidae,
stream3,trochilidae,
strear1,furnariidae,
strfan1,rhipiduridae,
strfie1,acanthizidae,
strflu1,sarothruridae,
strfly1,tyrannidae,
strgra1,locustellidae,
strgra2,maluridae,
strher,ardeidae,
strher3,ardeidae,
strhon1,meliphagidae,
strkin1,alcedinidae,
strlau1,leiothrichidae,
strlau2,leiothrichidae,
strlau3,leiothrichidae,
strlor1,psittaculidae,
strman2,pipridae,
strman5,pipridae,
strowl1,strigidae,
strpar1,pardalotidae,
strpip1,motacillidae,
strpri2,cisticolidae,
strpri8,cisticolidae,
strpuf1,bucconidae,
strros1,fringillidae,
strsal1,thraupidae,
strsee1,fringillidae,
strshe,procellariidae,
strsof1,furnariidae,
strspa1,passerellidae,
strspi1,nectariniidae,
strsta1,sturnidae,
strswa2,hirundinidae,
strtho1,acanthizidae,
strthr1,muscicapidae,
strtre1,furnariidae,
strtuf1,furnariidae,
strwar1,acrocephalidae,
strwea1,ploceidae,
strwea2,ploceidae,
strwoo,picidae,
strwoo1,furnariidae,
strwoo2,furnariidae,
strwoo5,furnariidae,
strwoo6,picidae,
strxen1,furnariidae,
stryuh1,zosteropidae,
stsbab1,pellorneidae,
stseag,accipitridae,
stsnig1,caprimulgidae,
stsowl1,strigidae,
stsrha2,sturnidae,
stswar1,scotocercidae,
sttant1,thamnophilidae,
sttant3,thamnophilidae,
sttant5,thamnophilidae,
sttbab1,timaliidae,
sttbar1,leiothrichidae,
sttbul1,pycnonotidae,
sttcan1,furnariidae,
sttful1,sylviidae,
sttful2,sylviidae,
stther1,trochilidae,
stther2,trochilidae,
stthum1,trochilidae,
sttjer1,cisticolidae,
sttspa1,tyrannidae,
sttspi1,furnariidae,
sttspi2,furnariidae,
sttswa2,hirundinidae,
stttyr1,tyrannidae,
stttyr2,tyrannidae,
sttwhy1,viduidae,
sttwoo1,picidae,
sttwre1,troglodytidae,
sttyuh1,zosteropidae,
stuqua1,phasianidae,
stusta1,sturnidae,
stusun1,nectariniidae,
stvhum2,trochilidae,
stvpar1,psittacidae,
stwbab1,pellorneidae,
stwbab2,pellorneidae,
stwbab3,pellorneidae,
stwnig1,caprimulgidae,
stwqua1,odontophoridae,
stybul1,pycnonotidae,
styfin1,thraupidae,
styowl1,strigidae,
subbrw1,acrocephalidae,
subbul1,pycnonotidae,
subbus1,malaconotidae,
subdor1,tyrannidae,
subfly,tyrannidae,
subfly1,muscicapidae,
subfly2,muscicapidae,
subfly3,muscicapidae,
subfly4,muscicapidae,
subhea1,columbidae,
submes1,mesitornithidae,
subnut1,sittidae,
subpar1,psittacidae,
subsni1,scolopacidae,
subtyr1,tyrannidae,
subwar1,sylviidae,
subwar2,phylloscopidae,
subwar3,phylloscopidae,
subwar4,scotocercidae,
subwar6,sylviidae,
subwar8,sylviidae,
subwhi1,pachycephalidae,
sucant1,formicariidae,
succoc,cacatuidae,
sufdov1,columbidae,
sugcuc1,cuculidae,
sugdov1,columbidae,
sugpig2,columbidae,
sugspa1,passeridae,
suhcuc1,cuculidae,
suhpar1,psittaculidae,
suifly1,tyrannidae,
suklau1,leiothrichidae,
sulbab1,pellorneidae,
sulboo1,strigidae,
sulcud1,columbidae,
sulcud2,columbidae,
sulcus1,campephagidae,
sulcus2,campephagidae,
suldro1,dicruridae,
sulfly1,tyrannidae,
sulgob1,pycnonotidae,
sulgos1,accipitridae,
sulhae1,accipitridae,
sulhap1,psittaculidae,
sulhor1,bucerotidae,
sulhor2,bucerotidae,
suljuf1,muscicapidae,
sulkin1,alcedinidae,
sulmyn1,sturnidae,
sulmyz1,meliphagidae,
sulnig1,caprimulgidae,
sulowl1,tytonidae,
sulpit1,pittidae,
sulpit3,pittidae,
sulsco2,strigidae,
sulsco3,strigidae,
sulscr1,megapodiidae,
sulthr1,turdidae,
sultit1,paridae,
sulwar1,phylloscopidae,
sulwhe1,zosteropidae,
sulwoo1,scolopacidae,
sulwoo2,picidae,
sumbab1,pellorneidae,
sumboo1,strigidae,
sumbut1,turnicidae,
sumcoc1,turdidae,
sumcus1,campephagidae,
sumdro1,dicruridae,
sumfly1,muscicapidae,
sumhor1,bucerotidae,
sumlau1,leiothrichidae,
sumlea1,chloropseidae,
summyz1,meliphagidae,
sumtan,cardinalidae,
sumtre1,corvidae,
sumtro1,trogonidae,
sumwrb1,pellorneidae,
sumwre1,troglodytidae,
sunasi1,philepittidae,
sunbit1,eurypygidae,
sunbul2,pycnonotidae,
suncou1,cuculidae,
suncuc2,cuculidae,
suncus1,campephagidae,
sunfor1,muscicapidae,
sunfro1,podargidae,
sungre1,heliornithidae,
sunhon1,meliphagidae,
sunlap1,charadriidae,
sunlar1,alaudidae,
sunlau1,leiothrichidae,
sunmin1,campephagidae,
sunpar1,psittacidae,
sunrob1,muscicapidae,
suntea1,anatidae,
sunthr1,turdidae,
sunwar1,phylloscopidae,
supfai1,maluridae,
suphem1,thraupidae,
suplyr1,menuridae,
supowl1,strigidae,
suppar1,psittaculidae,
suppit1,pittidae,
supsta1,sturnidae,
supsun2,nectariniidae,
supwre1,troglodytidae,
surcin1,furnariidae,
surfbi,scolopacidae,
surfly1,oxyruncidae,
sursco,anatidae,
surtan1,thraupidae,
surtro1,trogonidae,
suseag1,accipitridae,
susowl1,strigidae,
susowl2,strigidae,
sutfin1,thraupidae,
sutspi1,furnariidae,
suwpar1,psittacidae,
swafly1,tyrannidae,
swafly3,muscicapidae,
swafra1,phasianidae,
swafra2,phasianidae,
swagoo1,anatidae,
swagre1,pycnonotidae,
swahar1,accipitridae,
swahaw,accipitridae,
swanig1,caprimulgidae,
swapri1,pellorneidae,
swaspa,passerellidae,
swaspa1,passeridae,
swaspa2,passeridae,
swatan1,thraupidae,
swathr,turdidae,
swawar,parulidae,
swbhum1,trochilidae,
swewax1,estrildidae,
swewax3,estrildidae,
swfgle,furnariidae,
swfowl1,strigidae,
swifra2,phasianidae,
swipar1,psittaculidae,
swiphe1,phasianidae,
swirai1,rallidae,
swisni1,scolopacidae,
swiwhe1,zosteropidae,
swspet,hydrobatidae,
swtcot1,cotingidae,
swtcot2,cotingidae,
swtgul1,laridae,
swthum1,trochilidae,
swtkit,accipitridae,
swtman1,pipridae,
swtnig1,caprimulgidae,
swwpuf1,bucconidae,
swwqua1,odontophoridae,
swyrob1,muscicapidae,
sybhor1,bucerotidae,
syknig1,caprimulgidae,
sykwar2,acrocephalidae,
syrser1,fringillidae,
syrwoo1,picidae,
szepar1,phasianidae,
tabbab1,timaliidae,
tabcis1,cisticolidae,
tabdro1,dicruridae,
tabfan1,rhipiduridae,
tabfly1,oxyruncidae,
tabher1,trochilidae,
tabhon1,meliphagidae,
tabowl1,strigidae,
tabpar1,estrildidae,
tabsco1,strigidae,
tabscr1,megapodiidae,
tabsee1,thraupidae,
tabtan1,passerellidae,
tabtin1,tinamidae,
tabwar1,scotocercidae,
tacant1,grallariidae,
taccat1,ptilonorhynchidae,
taceup1,fringillidae,
tacfly1,tyrannidae,
tacgre1,vireonidae,
tacgrt1,tyrannidae,
tachon1,meliphagidae,
tacnig1,caprimulgidae,
tacpyt1,tyrannidae,
tacsun1,nectariniidae,
tactan1,thraupidae,
tactap1,rhinocryptidae,
tactin1,tinamidae,
tafdov1,columbidae,
tafgna1,polioptilidae,
tafowl1,strigidae,
tafpri1,cisticolidae,
tafqua1,odontophoridae,
tagbut1,artamidae,
taghon1,meliphagidae,
tagwea1,ploceidae,
tahkin1,alcedinidae,
tahmof1,fringillidae,
tahmon2,monarchidae,
tahpet1,procellariidae,
tahrai1,rallidae,
tahrew1,acrocephalidae,
tahswa2,hirundinidae,
taibap1,phasianidae,
taibar1,leiothrichidae,
taibar2,megalaimidae,
taibeg1,anatidae,
taibuw1,locustellidae,
taifal1,falconidae,
taifis1,laniidae,
taifly1,muscicapidae,
taiful1,sylviidae,
taihwa1,leiothrichidae,
taipar1,phasianidae,
taiscb1,timaliidae,
taithr1,turdidae,
taiwrb1,pnoepygidae,
taiyuh1,zosteropidae,
takahe2,rallidae,
takahe3,rallidae,
talbuh1,rallidae,
talkin1,alcedinidae,
talowl1,tytonidae,
talrai1,rallidae,
tamcon1,thraupidae,
tamcro,corvidae,
tamdov1,columbidae,
tancoc1,cacatuidae,
tancud1,columbidae,
tanfin1,passerellidae,
tangrd1,columbidae,
tanhen1,rallidae,
tanmaw1,ploceidae,
tanscr1,megapodiidae,
tansee1,fringillidae,
tansta1,sturnidae,
tapowl1,strigidae,
tarbab1,sylviidae,
tarcis1,cisticolidae,
tarhor1,bucerotidae,
tartyr1,tyrannidae,
tasbla,icteridae,
tasscr1,acanthizidae,
tastho1,acanthizidae,
tatdot1,charadriidae,
tatlea1,furnariidae,
tatspi1,furnariidae,
tattin1,tinamidae,
tattou1,ramphastidae,
tawant1,grallariidae,
taweag1,accipitridae,
tawfro1,podargidae,
tawgra2,locustellidae,
tawgra3,locustellidae,
tawlar1,alaudidae,
tawowl1,strigidae,
tawowl3,strigidae,
tawpip1,motacillidae,
tawqua1,odontophoridae,
tawstr1,meliphagidae,
tawwoo1,furnariidae,
tbgdov1,columbidae,
tbgpig2,columbidae,
tbsfin1,thraupidae,
tbwbab1,timaliidae,
tebfin1,passerellidae,
tembab1,pellorneidae,
temcou1,glareolidae,
temlar1,alaudidae,
temsee1,thraupidae,
temsti,scolopacidae,
temsun1,nectariniidae,
temtra1,phasianidae,
temwhi1,pachycephalidae,
tenswi1,apodidae,
tenwar,parulidae,
tepant1,grallariidae,
tepgol1,trochilidae,
tepgre1,vireonidae,
teppar1,psittacidae,
tepred1,parulidae,
tepspi1,furnariidae,
tepswi1,apodidae,
teptin1,tinamidae,
tepwre1,troglodytidae,
terbro1,pycnonotidae,
tersan,scolopacidae,
tesfly1,muscicapidae,
thamno2,bernieridae,
thbcou1,glareolidae,
thbcuc1,cuculidae,
thbeup1,fringillidae,
thbflo1,dicaeidae,
thbflo3,dicaeidae,
thbgra1,maluridae,
thbgra4,maluridae,
thbhon1,indicatoridae,
thbkin,tyrannidae,
thblar1,alaudidae,
thbmin1,furnariidae,
thbmur,alcidae,
thbpar,psittacidae,
thbpig1,columbidae,
thbplo1,charadriidae,
thbrav1,corvidae,
thbros1,fringillidae,
thbsal1,thraupidae,
thbsee1,fringillidae,
thbsis1,fringillidae,
thbspi1,nectariniidae,
thbvir,vireonidae,
thbvir2,vireonidae,
thbwar1,acrocephalidae,
thbwar2,parulidae,
thelar1,alaudidae,
thiant1,grallariidae,
thitin1,tinamidae,
thlant2,grallariidae,
thlant3,grallariidae,
thlsch2,tityridae,
thlsch3,tityridae,
thlsch4,tityridae,
thlsch7,tityridae,
thlsch8,tityridae,
thlwre1,troglodytidae,
thrbab1,pellorneidae,
thrnig1,muscicapidae,
thsfly2,tyrannidae,
thshem1,thraupidae,
thstch1,malaconotidae,
thswar1,parulidae,
thswar2,parulidae,
thswar5,parulidae,
thswar9,parulidae,
thtjac1,galbulidae,
thtpar1,sylviidae,
thtray1,furnariidae,
thwbel,cotingidae,
tibbab1,leiothrichidae,
tibbla1,turdidae,
tibbun1,emberizidae,
tibfly2,muscicapidae,
tibfly3,muscicapidae,
tibfly4,muscicapidae,
tiblar1,alaudidae,
tibpar1,phasianidae,
tibros1,fringillidae,
tibsan1,pteroclidae,
tibser1,fringillidae,
tibsno1,phasianidae,
tibsno2,passeridae,
ticdor1,tyrannidae,
ticthr1,turdidae,
tigshr1,laniidae,
tiipig1,columbidae,
tildac1,thraupidae,
tilwar1,phylloscopidae,
tilwar2,phylloscopidae,
timbus1,muscicapidae,
timcud1,columbidae,
timfri1,meliphagidae,
timgrp1,columbidae,
timori1,oriolidae,
timspa4,estrildidae,
timstu1,scotocercidae,
timwhe1,zosteropidae,
timwre1,troglodytidae,
tincis1,cisticolidae,
tincis3,cisticolidae,
tingre1,pycnonotidae,
tinhaw1,accipitridae,
tinmon1,monarchidae,
tinsun2,nectariniidae,
titber1,paramythiidae,
titgre1,podicipedidae,
tithyl1,macrosphenidae,
titman1,pipridae,
tobcat2,ptilonorhynchidae,
tobhum1,trochilidae,
tobpig1,columbidae,
tobwre1,troglodytidae,
tocspa1,passerellidae,
toctou1,ramphastidae,
todant1,thamnophilidae,
todmot1,momotidae,
todsir1,tyrannidae,
toghao1,strigidae,
togwhe1,zosteropidae,
tolblo1,trochilidae,
toldov1,columbidae,
tomtit1,petroicidae,
tonwhi1,pachycephalidae,
toogre1,pycnonotidae,
toppig1,columbidae,
topwhy1,viduidae,
torcro2,corvidae,
torcro3,corvidae,
torduc1,anatidae,
torfly1,petroicidae,
torimp1,columbidae,
torimp2,columbidae,
torlar1,monarchidae,
torsco1,strigidae,
tortyr1,tyrannidae,
