ebird2021,bird_orders,comment
stbwre1,passeriformes,
stbwre2,passeriformes,
stcant1,passeriformes,
stcant2,passeriformes,
stcant3,passeriformes,
stcant4,passeriformes,
stcgre1,passeriformes,
stcgre3,passeriformes,
stcgre4,passeriformes,
stcspa1,passeriformes,
stcspi1,passeriformes,
stcspi2,passeriformes,
stctre1,passeriformes,
stcwoo1,piciformes,
stebul2,passeriformes,
stecan1,passeriformes,
stedov1,columbiformes,
steeag1,accipitriformes,
steeid,anseriformes,
stejay,passeriformes,
stelio1,passeriformes,
stelor1,psittaciformes,
stepet,procellariiformes,
stfgle1,passeriformes,
stftho1,passeriformes,
stftyr1,passeriformes,
stgpig1,columbiformes,
stgsta1,passeriformes,
sthant1,passeriformes,
sthant2,passeriformes,
sthbrf1,passeriformes,
sthbrf2,passeriformes,
sthbrf3,passeriformes,
sthbrf4,passeriformes,
sthbrf5,passeriformes,
sthbrf6,passeriformes,
sthbrf7,passeriformes,
sthbrf8,passeriformes,
sthbul1,passeriformes,
sthcra1,gruiformes,
sthcuc1,cuculiformes,
sthhon1,passeriformes,
sthhoo1,bucerotiformes,
sthmun1,passeriformes,
sthmun3,passeriformes,
sthplo1,charadriiformes,
sthrai1,gruiformes,
sthsee2,passeriformes,
sthsee3,passeriformes,
sthspa1,passeriformes,
sthwhe1,passeriformes,
sthwoo1,passeriformes,
stisan,charadriiformes,
stisha2,suliformes,
stitap1,passeriformes,
stitch1,passeriformes,
stiwoo1,piciformes,
stiwre1,passeriformes,
stlori1,passeriformes,
stlpar1,psittaciformes,
stlwar,passeriformes,
stnfly1,passeriformes,
stnibi1,pelecaniformes,
stocis1,passeriformes,
stodov1,columbiformes,
stofly1,passeriformes,
stonec4,passeriformes,
stonec6,passeriformes,
stonec7,passeriformes,
stopar1,galliformes,
stosto1,ciconiiformes,
stpfly1,passeriformes,
stptyr1,passeriformes,
strant2,passeriformes,
strant3,passeriformes,
strbab1,passeriformes,
strbar1,passeriformes,
strber1,passeriformes,
strbow1,passeriformes,
strbri1,passeriformes,
strbul1,passeriformes,
strbul2,passeriformes,
strcar1,falconiformes,
strcra1,gruiformes,
strcuc1,cuculiformes,
stream1,caprimulgiformes,
stream3,caprimulgiformes,
strear1,passeriformes,
strfan1,passeriformes,
strfie1,passeriformes,
strflu1,gruiformes,
strfly1,passeriformes,
strgra1,passeriformes,
strgra2,passeriformes,
strher,pelecaniformes,
strher3,pelecaniformes,
strhon1,passeriformes,
strkin1,coraciiformes,
strlau1,passeriformes,
strlau2,passeriformes,
strlau3,passeriformes,
strlor1,psittaciformes,
strman2,passeriformes,
strman5,passeriformes,
strowl1,strigiformes,
strpar1,passeriformes,
strpip1,passeriformes,
strpri2,passeriformes,
strpri8,passeriformes,
strpuf1,galbuliformes,
strros1,passeriformes,
strsal1,passeriformes,
strsee1,passeriformes,
strshe,procellariiformes,
strsof1,passeriformes,
strspa1,passeriformes,
strspi1,passeriformes,
strsta1,passeriformes,
strswa2,passeriformes,
strtho1,passeriformes,
strthr1,passeriformes,
strtre1,passeriformes,
strtuf1,passeriformes,
strwar1,passeriformes,
strwea1,passeriformes,
strwea2,passeriformes,
strwoo,piciformes,
strwoo1,passeriformes,
strwoo2,passeriformes,
strwoo5,passeriformes,
strwoo6,piciformes,
strxen1,passeriformes,
stryuh1,passeriformes,
stsbab1,passeriformes,
stseag,accipitriformes,
stsnig1,caprimulgiformes,
stsowl1,strigiformes,
stsrha2,passeriformes,
stswar1,passeriformes,
sttant1,passeriformes,
sttant3,passeriformes,
sttant5,passeriformes,
sttbab1,passeriformes,
sttbar1,passeriformes,
sttbul1,passeriformes,
sttcan1,passeriformes,
sttful1,passeriformes,
sttful2,passeriformes,
stther1,caprimulgiformes,
stther2,caprimulgiformes,
stthum1,caprimulgiformes,
sttjer1,passeriformes,
sttspa1,passeriformes,
sttspi1,passeriformes,
sttspi2,passeriformes,
sttswa2,passeriformes,
stttyr1,passeriformes,
stttyr2,passeriformes,
sttwhy1,passeriformes,
sttwoo1,piciformes,
sttwre1,passeriformes,
sttyuh1,passeriformes,
stuqua1,galliformes,
stusta1,passeriformes,
stusun1,passeriformes,
stvhum2,caprimulgiformes,
stvpar1,psittaciformes,
stwbab1,passeriformes,
stwbab2,passeriformes,
stwbab3,passeriformes,
stwnig1,caprimulgiformes,
stwqua1,galliformes,
stybul1,passeriformes,
styfin1,passeriformes,
styowl1,strigiformes,
subbrw1,passeriformes,
subbul1,passeriformes,
subbus1,passeriformes,
subdor1,passeriformes,
subfly,passeriformes,
subfly1,passeriformes,
subfly2,passeriformes,
subfly3,passeriformes,
subfly4,passeriformes,
subhea1,columbiformes,
submes1,mesitornithiformes,
subnut1,passeriformes,
subpar1,psittaciformes,
subsni1,charadriiformes,
subtyr1,passeriformes,
subwar1,passeriformes,
subwar2,passeriformes,
subwar3,passeriformes,
subwar4,passeriformes,
subwar8,passeriformes,
subwhi1,passeriformes,
sucant1,passeriformes,
succoc,psittaciformes,
sufdov1,columbiformes,
sugcuc1,cuculiformes,
sugdov1,columbiformes,
sugpig2,columbiformes,
sugspa1,passeriformes,
suhcuc1,cuculiformes,
suhpar1,psittaciformes,
suifly1,passeriformes,
suklau1,passeriformes,
sulbab1,passeriformes,
sulboo1,strigiformes,
sulcud1,columbiformes,
sulcud2,columbiformes,
sulcus1,passeriformes,
sulcus2,passeriformes,
suldro1,passeriformes,
sulfly1,passeriformes,
sulgob1,passeriformes,
sulgos1,accipitriformes,
sulhae1,accipitriformes,
sulhap1,psittaciformes,
sulhor1,bucerotiformes,
sulhor2,bucerotiformes,
suljuf1,passeriformes,
sulkin1,coraciiformes,
sulmyn1,passeriformes,
sulmyz1,passeriformes,
sulnig1,caprimulgiformes,
sulowl1,strigiformes,
sulpit1,passeriformes,
sulpit3,passeriformes,
sulsco2,strigiformes,
sulsco3,strigiformes,
sulscr1,galliformes,
sulthr1,passeriformes,
sultit1,passeriformes,
sulwar1,passeriformes,
sulwhe1,passeriformes,
sulwoo1,charadriiformes,
sulwoo2,piciformes,
sumbab1,passeriformes,
sumboo1,strigiformes,
sumbut1,charadriiformes,
sumcoc1,passeriformes,
sumcus1,passeriformes,
sumdro1,passeriformes,
sumfly1,passeriformes,
sumhor1,bucerotiformes,
sumlau1,passeriformes,
sumlea1,passeriformes,
summyz1,passeriformes,
sumtan,passeriformes,
sumtre1,passeriformes,
sumtro1,trogoniformes,
sumwrb1,passeriformes,
sumwre1,passeriformes,
sunasi1,passeriformes,
sunbit1,eurypygiformes,
sunbul2,passeriformes,
suncou1,cuculiformes,
suncuc2,cuculiformes,
suncus1,passeriformes,
sunfor1,passeriformes,
sunfro1,caprimulgiformes,
sungre1,gruiformes,
sunhon1,passeriformes,
sunlap1,charadriiformes,
sunlar1,passeriformes,
sunlau1,passeriformes,
sunmin1,passeriformes,
sunpar1,psittaciformes,
sunrob1,passeriformes,
suntea1,anseriformes,
sunthr1,passeriformes,
sunwar1,passeriformes,
supfai1,passeriformes,
suphem1,passeriformes,
suplyr1,passeriformes,
supowl1,strigiformes,
suppar1,psittaciformes,
suppit1,passeriformes,
supsta1,passeriformes,
supsun2,passeriformes,
supwre1,passeriformes,
surcin1,passeriformes,
surfbi,charadriiformes,
surfly1,passeriformes,
sursco,anseriformes,
surtan1,passeriformes,
surtro1,trogoniformes,
suseag1,accipitriformes,
susowl1,strigiformes,
susowl2,strigiformes,
sutfin1,passeriformes,
sutspi1,passeriformes,
suwpar1,psittaciformes,
swafly1,passeriformes,
swafly3,passeriformes,
swafra1,galliformes,
swafra2,galliformes,
swagoo1,anseriformes,
swagre1,passeriformes,
swahar1,accipitriformes,
swahaw,accipitriformes,
swanig1,caprimulgiformes,
swapri1,passeriformes,
swaspa,passeriformes,
swaspa1,passeriformes,
swaspa2,passeriformes,
swatan1,passeriformes,
swathr,passeriformes,
swawar,passeriformes,
swbhum1,caprimulgiformes,
swewax1,passeriformes,
swewax3,passeriformes,
swfgle,passeriformes,
swfowl1,strigiformes,
swifra2,galliformes,
swipar1,psittaciformes,
swiphe1,galliformes,
swirai1,gruiformes,
swisni1,charadriiformes,
swiwhe1,passeriformes,
swspet,procellariiformes,
swtcot1,passeriformes,
swtcot2,passeriformes,
swtgul1,charadriiformes,
swthum1,caprimulgiformes,
swtkit,accipitriformes,
swtman1,passeriformes,
swtnig1,caprimulgiformes,
swwpuf1,galbuliformes,
swwqua1,galliformes,
swyrob1,passeriformes,
sybhor1,bucerotiformes,
syknig1,caprimulgiformes,
sykwar2,passeriformes,
syrser1,passeriformes,
syrwoo1,piciformes,
szepar1,galliformes,
tabbab1,passeriformes,
tabcis1,passeriformes,
tabdro1,passeriformes,
tabfan1,passeriformes,
tabfly1,passeriformes,
tabher1,caprimulgiformes,
tabhon1,passeriformes,
tabowl1,strigiformes,
tabpar1,passeriformes,
tabsco1,strigiformes,
tabscr1,galliformes,
tabsee1,passeriformes,
tabtan1,passeriformes,
tabtin1,tinamiformes,
tabwar1,passeriformes,
tacant1,passeriformes,
taccat1,passeriformes,
taceup1,passeriformes,
tacfly1,passeriformes,
tacgre1,passeriformes,
tacgrt1,passeriformes,
tachon1,passeriformes,
tacnig1,caprimulgiformes,
tacpyt1,passeriformes,
tacsun1,passeriformes,
tactan1,passeriformes,
tactap1,passeriformes,
tactin1,tinamiformes,
tafdov1,columbiformes,
tafgna1,passeriformes,
tafowl1,strigiformes,
tafpri1,passeriformes,
tafqua1,galliformes,
tagbut1,passeriformes,
taghon1,passeriformes,
tagwea1,passeriformes,
tahkin1,coraciiformes,
tahmof1,passeriformes,
tahmon2,passeriformes,
tahpet1,procellariiformes,
tahrai1,gruiformes,
tahrew1,passeriformes,
tahswa2,passeriformes,
taibap1,galliformes,
taibar1,passeriformes,
taibar2,piciformes,
taibeg1,anseriformes,
taibuw1,passeriformes,
taifal1,falconiformes,
taifis1,passeriformes,
taifly1,passeriformes,
taiful1,passeriformes,
taihwa1,passeriformes,
taipar1,galliformes,
taiscb1,passeriformes,
taithr1,passeriformes,
taiwrb1,passeriformes,
taiyuh1,passeriformes,
takahe2,gruiformes,
takahe3,gruiformes,
talbuh1,gruiformes,
talkin1,coraciiformes,
talowl1,strigiformes,
talrai1,gruiformes,
tamcon1,passeriformes,
tamcro,passeriformes,
tamdov1,columbiformes,
tancoc1,psittaciformes,
tancud1,columbiformes,
tanfin1,passeriformes,
tangrd1,columbiformes,
tanhen1,gruiformes,
tanmaw1,passeriformes,
tanscr1,galliformes,
tansee1,passeriformes,
tansta1,passeriformes,
tapowl1,strigiformes,
tarbab1,passeriformes,
tarcis1,passeriformes,
tarhor1,bucerotiformes,
tartyr1,passeriformes,
tasbla,passeriformes,
tasscr1,passeriformes,
tastho1,passeriformes,
tatdot1,charadriiformes,
tatlea1,passeriformes,
tatspi1,passeriformes,
tattin1,tinamiformes,
tattou1,piciformes,
tawant1,passeriformes,
taweag1,accipitriformes,
tawfro1,caprimulgiformes,
tawgra2,passeriformes,
tawgra3,passeriformes,
tawlar1,passeriformes,
tawowl1,strigiformes,
tawowl3,strigiformes,
tawpip1,passeriformes,
tawqua1,galliformes,
tawstr1,passeriformes,
tawwoo1,passeriformes,
tbgdov1,columbiformes,
tbgpig2,columbiformes,
tbsfin1,passeriformes,
tbwbab1,passeriformes,
tebfin1,passeriformes,
tembab1,passeriformes,
temcou1,charadriiformes,
temlar1,passeriformes,
temsee1,passeriformes,
temsti,charadriiformes,
temsun1,passeriformes,
temtra1,galliformes,
temwhi1,passeriformes,
tenswi1,caprimulgiformes,
tenwar,passeriformes,
tepant1,passeriformes,
tepgol1,caprimulgiformes,
tepgre1,passeriformes,
teppar1,psittaciformes,
tepred1,passeriformes,
tepspi1,passeriformes,
tepswi1,caprimulgiformes,
teptin1,tinamiformes,
tepwre1,passeriformes,
terbro1,passeriformes,
tersan,charadriiformes,
tesfly1,passeriformes,
thamno2,passeriformes,
thbcou1,charadriiformes,
thbcuc1,cuculiformes,
thbeup1,passeriformes,
thbflo1,passeriformes,
thbflo3,passeriformes,
thbgra1,passeriformes,
thbgra4,passeriformes,
thbhon1,piciformes,
thbkin,passeriformes,
thblar1,passeriformes,
thbmin1,passeriformes,
thbmur,charadriiformes,
thbpar,psittaciformes,
thbpig1,columbiformes,
thbplo1,charadriiformes,
thbrav1,passeriformes,
thbros1,passeriformes,
thbsal1,passeriformes,
thbsee1,passeriformes,
thbsis1,passeriformes,
thbspi1,passeriformes,
thbvir,passeriformes,
thbvir2,passeriformes,
thbwar1,passeriformes,
thbwar2,passeriformes,
thelar1,passeriformes,
thiant1,passeriformes,
thitin1,tinamiformes,
thlant2,passeriformes,
thlant3,passeriformes,
thlsch2,passeriformes,
thlsch3,passeriformes,
thlsch4,passeriformes,
thlsch7,passeriformes,
thlsch8,passeriformes,
thlwre1,passeriformes,
thrbab1,passeriformes,
thrnig1,passeriformes,
thsfly2,passeriformes,
thshem1,passeriformes,
thstch1,passeriformes,
thswar1,passeriformes,
thswar2,passeriformes,
thswar5,passeriformes,
thswar9,passeriformes,
thtjac1,galbuliformes,
thtpar1,passeriformes,
thtray1,passeriformes,
thwbel,passeriformes,
tibbab1,passeriformes,
tibbla1,passeriformes,
tibbun1,passeriformes,
tibfly2,passeriformes,
tibfly3,passeriformes,
tibfly4,passeriformes,
tiblar1,passeriformes,
tibpar1,galliformes,
tibros1,passeriformes,
tibsan1,pterocliformes,
tibser1,passeriformes,
tibsno1,galliformes,
tibsno2,passeriformes,
ticdor1,passeriformes,
ticthr1,passeriformes,
tigshr1,passeriformes,
tiipig1,columbiformes,
tildac1,passeriformes,
tilwar1,passeriformes,
tilwar2,passeriformes,
timbus1,passeriformes,
timcud1,columbiformes,
timfri1,passeriformes,
timgrp1,columbiformes,
timori1,passeriformes,
timspa4,passeriformes,
timstu1,passeriformes,
timwhe1,passeriformes,
timwre1,passeriformes,
tincis1,passeriformes,
tincis3,passeriformes,
tingre1,passeriformes,
tinhaw1,accipitriformes,
tinmon1,passeriformes,
tinsun2,passeriformes,
titber1,passeriformes,
titgre1,podicipediformes,
tithyl1,passeriformes,
titman1,passeriformes,
tobcat2,passeriformes,
tobhum1,caprimulgiformes,
tobpig1,columbiformes,
tobwre1,passeriformes,
tocspa1,passeriformes,
toctou1,piciformes,
todant1,passeriformes,
todmot1,coraciiformes,
todsir1,passeriformes,
toghao1,strigiformes,
togwhe1,passeriformes,
tolblo1,caprimulgiformes,
toldov1,columbiformes,
tomtit1,passeriformes,
tonwhi1,passeriformes,
toogre1,passeriformes,
toppig1,columbiformes,
topwhy1,passeriformes,
torcro2,passeriformes,
torcro3,passeriformes,
torduc1,anseriformes,
torfly1,passeriformes,
torimp1,columbiformes,
torimp2,columbiformes,
torlar1,passeriformes,
torsco1,strigiformes,
tortyr1,passeriformes,
toubar1,piciformes,
tousun1,caprimulgiformes,
towshe1,procellariiformes,
towshe2,procellariiformes,
towshe3,procellariiformes,
towsol,passeriformes,
towwar,passeriformes,
tracha1,passeriformes,
trbfin1,passeriformes,
trbhor1,bucerotiformes,
tremar2,passeriformes,
trepip,passeriformes,
treswa,passeriformes,
tribla,passeriformes,
tribrf1,passeriformes,
tribun1,passeriformes,
tricis1,passeriformes,
trieup1,passeriformes,
triher,pelecaniformes,
trimoo2,gruiformes,
trimoo3,gruiformes,
trimot1,coraciiformes,
trimun,passeriformes,
tripar1,passeriformes,
tripet1,procellariiformes,
trista1,passeriformes,
tritap1,passeriformes,
trithr1,passeriformes,
triwar1,passeriformes,
trobou1,passeriformes,
trobou2,passeriformes,
trogna1,passeriformes,
trokin,passeriformes,
tromoc,passeriformes,
tropar,passeriformes,
tropew1,passeriformes,
tropew2,passeriformes,
tropig1,columbiformes,
trosee1,passeriformes,
troshe1,procellariiformes,
troshe4,procellariiformes,
trpgua1,galliformes,
trsowl,strigiformes,
trspet,procellariiformes,
trufin2,passeriformes,
truhor1,bucerotiformes,
truman1,passeriformes,
trumon1,passeriformes,
truswa,anseriformes,
truter,charadriiformes,
trweye1,passeriformes,
tsasun1,passeriformes,
tsctap1,passeriformes,
tsiwor1,gruiformes,
tuasan1,charadriiformes,
tubmot1,coraciiformes,
tucpar1,psittaciformes,
tufant1,passeriformes,
tufcoq1,caprimulgiformes,
tufduc,anseriformes,
tuffly,passeriformes,
tufjay1,passeriformes,
tufpuf,charadriiformes,
tuftit,passeriformes,
tugjay1,passeriformes,
tui1,passeriformes,
tuipar1,psittaciformes,
tulwoo1,piciformes,
tumfin1,passeriformes,
tumhum1,caprimulgiformes,
tumspa1,passeriformes,
tumswa1,passeriformes,
tumtyr2,passeriformes,
tunbeg1,anseriformes,
tunswa,anseriformes,
tuqdov1,columbiformes,
turbou1,passeriformes,
turcot1,passeriformes,
turdac1,passeriformes,
turere1,passeriformes,
turjay1,passeriformes,
turpar1,psittaciformes,
turtan1,passeriformes,
turvul,cathartiformes,
turwar1,passeriformes,
tutbar1,piciformes,
tutpuf1,caprimulgiformes,
tutspi1,passeriformes,
tuttyr1,passeriformes,
twbplo1,charadriiformes,
twbwar1,passeriformes,
twbwar2,passeriformes,
twite1,passeriformes,
twwbop1,passeriformes,
tylvan1,passeriformes,
tylwar1,passeriformes,
tyrmet1,caprimulgiformes,
tyrwoo1,passeriformes,
uapmon1,passeriformes,
udzpar1,galliformes,
udzpar2,galliformes,
ugawow1,passeriformes,
ulahaw,passeriformes,
ultfly1,passeriformes,
ultgro1,passeriformes,
ultkin1,coraciiformes,
ultlor1,psittaciformes,
ulubus1,passeriformes,
unafly1,passeriformes,
undant1,passeriformes,
undant2,passeriformes,
undtin1,tinamiformes,
uniant1,passeriformes,
uniant2,passeriformes,
unibla2,passeriformes,
unicra1,gruiformes,
unifin1,passeriformes,
unijay1,passeriformes,
uniswi1,caprimulgiformes,
unitap1,passeriformes,
unithr1,passeriformes,
unitre1,passeriformes,
uniwoo1,passeriformes,
unstit1,passeriformes,
upcwar1,passeriformes,
uplant1,passeriformes,
uplbuz1,accipitriformes,
uplgoo1,anseriformes,
uplpip1,passeriformes,
uplsan,charadriiformes,
upmtap1,passeriformes,
uraowl1,strigiformes,
urityr1,passeriformes,
urssun2,passeriformes,
usaaka1,passeriformes,
usabul1,passeriformes,
usahyl1,passeriformes,
usathr1,passeriformes,
usawea1,passeriformes,
useowl1,strigiformes,
ussfly1,passeriformes,
uswowl1,strigiformes,
uvbsun1,passeriformes,
vabtyr1,passeriformes,
vadvan1,passeriformes,
vahsun1,passeriformes,
vanfly1,passeriformes,
vanmon1,passeriformes,
vanscr1,galliformes,
vanwhe1,passeriformes,
varant1,passeriformes,
varant2,passeriformes,
varbun,passeriformes,
varcha1,galliformes,
varcha3,galliformes,
vardwk1,coraciiformes,
vardwk11,coraciiformes,
vardwk12,coraciiformes,
vardwk13,coraciiformes,
vardwk14,coraciiformes,
vardwk15,coraciiformes,
vardwk2,coraciiformes,
vardwk4,coraciiformes,
vardwk5,coraciiformes,
vardwk6,coraciiformes,
vardwk7,coraciiformes,
vardwk8,coraciiformes,
vardwk9,coraciiformes,
varfai1,passeriformes,
varfai5,passeriformes,
varfly,passeriformes,
vargos1,accipitriformes,
varhon1,passeriformes,
varind1,passeriformes,
varlau1,passeriformes,
varlor1,psittaciformes,
varoys1,charadriiformes,
varpic1,piciformes,
varpit2,passeriformes,
varpit3,passeriformes,
varpit4,passeriformes,
varsch1,passeriformes,
varsee3,passeriformes,
varsit1,passeriformes,
varsit8,passeriformes,
varsol1,passeriformes,
varsun2,passeriformes,
varthr,passeriformes,
vartin1,tinamiformes,
vartit1,passeriformes,
vartit2,passeriformes,
vartit3,passeriformes,
vartit4,passeriformes,
vartri1,passeriformes,
vartri3,passeriformes,
varwhe1,passeriformes,
vaspar1,psittaciformes,
vauswi,caprimulgiformes,
vddhor1,bucerotiformes,
vebbri1,caprimulgiformes,
vebtyr1,passeriformes,
vebtyr2,passeriformes,
veeowl1,strigiformes,
veery,passeriformes,
vefeup1,passeriformes,
vefgra1,passeriformes,
vefnut1,passeriformes,
vefowl1,strigiformes,
vegfin2,passeriformes,
veggul1,charadriiformes,
vehpar1,psittaciformes,
velasi1,passeriformes,
veldov1,columbiformes,
vemdro1,passeriformes,
vemdro5,passeriformes,
venflo1,passeriformes,
venfly1,passeriformes,
venpet1,procellariiformes,
vensyl1,caprimulgiformes,
ventro1,passeriformes,
venwoq1,galliformes,
vepcor1,caprimulgiformes,
verbar1,piciformes,
verbat1,passeriformes,
vercar1,passeriformes,
vercou1,cuculiformes,
verdin,passeriformes,
vereag1,accipitriformes,
vereme1,caprimulgiformes,
verfly1,passeriformes,
verfly4,passeriformes,
verfly7,passeriformes,
verfly8,passeriformes,
verhum1,caprimulgiformes,
verman1,caprimulgiformes,
verpar1,galliformes,
versco2,strigiformes,
versco5,strigiformes,
vertan1,passeriformes,
vesowl,strigiformes,
vesspa,passeriformes,
vibhum1,caprimulgiformes,
vibhyl1,passeriformes,
vibspa1,accipitriformes,
vibsta2,passeriformes,
vibsta3,passeriformes,
vibsun2,passeriformes,
vichum,caprimulgiformes,
vichum1,caprimulgiformes,
vichum2,caprimulgiformes,
vicpig1,columbiformes,
vicrif1,passeriformes,
vicwoo2,caprimulgiformes,
viebar1,piciformes,
viecut1,passeriformes,
viegre2,passeriformes,
viewax1,passeriformes,
viewea1,passeriformes,
vifbri1,caprimulgiformes,
vigswa,passeriformes,
vihhum1,caprimulgiformes,
vilbrf1,passeriformes,
vilind,passeriformes,
viltap1,passeriformes,
vilthi2,passeriformes,
vilthi3,passeriformes,
vilwea1,passeriformes,
vimwea1,passeriformes,
vinbun1,passeriformes,
vindov1,columbiformes,
vinlor1,psittaciformes,
vinpar1,psittaciformes,
vinros2,passeriformes,
vinros3,passeriformes,
viocou1,cuculiformes,
viocuc1,cuculiformes,
vioeup1,passeriformes,
viojay1,passeriformes,
viosab1,caprimulgiformes,
viotro2,trogoniformes,
viotro3,trogoniformes,
viotur1,musophagiformes,
viowoo1,bucerotiformes,
viowoo3,bucerotiformes,
viqdov1,columbiformes,
virdac1,passeriformes,
virmet1,caprimulgiformes,
virrai,gruiformes,
virrai1,gruiformes,
virwar,passeriformes,
visblf1,passeriformes,
visbro1,passeriformes,
visbul1,passeriformes,
visfan1,passeriformes,
vispyb1,passeriformes,
viswar1,passeriformes,
vitmet1,caprimulgiformes,
vitpar1,passeriformes,
vitsta1,caprimulgiformes,
vitsun1,passeriformes,
vitsyl1,caprimulgiformes,
vitwar1,passeriformes,
vivnil1,passeriformes,
vogbow2,passeriformes,
vogmel1,passeriformes,
vogscr1,passeriformes,
vogwhi1,passeriformes,
volhum1,caprimulgiformes,
voljun1,passeriformes,
volswi1,caprimulgiformes,
vosbop1,passeriformes,
vulgui1,galliformes,
vulpar1,psittaciformes,
wafdov1,columbiformes,
waheag3,accipitriformes,
wahhon1,piciformes,
wahpar1,passeriformes,
wahpar2,psittaciformes,
waicis1,passeriformes,
waicis2,passeriformes,
wairai1,gruiformes,
wakmyz1,passeriformes,
walcus1,passeriformes,
waldra1,pelecaniformes,
waldro1,passeriformes,
walfai1,passeriformes,
walhae1,accipitriformes,
wallcr1,passeriformes,
walsta1,passeriformes,
walsta2,passeriformes,
walwhi1,passeriformes,
wanalb,procellariiformes,
wanalb2,procellariiformes,
wanalb3,procellariiformes,
wanalb5,procellariiformes,
wantat1,charadriiformes,
waonig1,caprimulgiformes,
wardor1,passeriformes,
warfin1,passeriformes,
warfly1,passeriformes,
warlin1,passeriformes,
wartro1,trogoniformes,
warvir,passeriformes,
warwhe1,passeriformes,
washon1,passeriformes,
wasowl1,strigiformes,
watant1,passeriformes,
watbro1,passeriformes,
watbrt1,galliformes,
watcra2,gruiformes,
watcur1,galliformes,
waterc1,gruiformes,
watgua1,galliformes,
watibi1,pelecaniformes,
watjac1,charadriiformes,
watkne1,charadriiformes,
watlap1,charadriiformes,
watpip1,passeriformes,
watplo1,passeriformes,
watrai1,gruiformes,
watsta1,passeriformes,
watswi1,caprimulgiformes,
wavalb,procellariiformes,
wavwoo1,piciformes,
wawduc1,anseriformes,
wawwhe1,passeriformes,
wbbfly1,passeriformes,
wbbrob1,passeriformes,
wbbwea1,passeriformes,
wbcfly1,passeriformes,
wbctyr1,passeriformes,
wbffly1,passeriformes,
wbgbir1,musophagiformes,
wbgdov1,columbiformes,
wbgtyr1,passeriformes,
wbhori1,passeriformes,
wbipig1,columbiformes,
wbmgem1,caprimulgiformes,
wbnher1,pelecaniformes,
wbopar1,passeriformes,
wbptyr1,passeriformes,
wbrcha1,passeriformes,
wbrcha2,passeriformes,
wbsbab1,passeriformes,
wbsbab2,passeriformes,
wbseag1,accipitriformes,
wbspet1,procellariiformes,
wbswea1,passeriformes,
wbtfan1,passeriformes,
wbtspi1,passeriformes,
wbtwar1,passeriformes,
wbwbab1,passeriformes,
wbweye1,passeriformes,
wbwwre1,passeriformes,
wcfdov1,columbiformes,
wcfgle1,passeriformes,
wcptit1,passeriformes,
wcrcha1,passeriformes,
wcttyr1,passeriformes,
wcweye1,passeriformes,
weawae1,passeriformes,
webcuc1,cuculiformes,
webhum2,caprimulgiformes,
webhum3,caprimulgiformes,
webwar1,passeriformes,
webwoo1,passeriformes,
weclew1,passeriformes,
wecpig1,columbiformes,
wecsun1,passeriformes,
wectan1,passeriformes,
weebil1,passeriformes,
wefgle1,passeriformes,
wegdov1,columbiformes,
wegspa1,passeriformes,
weiwoo1,piciformes,
weka1,gruiformes,
welswa1,passeriformes,
wemcha1,galliformes,
wemhar1,accipitriformes,
wenher1,pelecaniformes,
weowar1,passeriformes,
weowar2,passeriformes,
wepdov1,columbiformes,
werher,pelecaniformes,
wermar2,passeriformes,
wesant1,passeriformes,
wesbeg1,passeriformes,
wesblu,passeriformes,
wesblu1,passeriformes,
wesbow1,passeriformes,
wesbri1,passeriformes,
wescap1,galliformes,
wescit1,passeriformes,
wescor1,psittaciformes,
weseme1,caprimulgiformes,
wesger1,passeriformes,
wesgre,podicipediformes,
wesgul,charadriiformes,
weskin,passeriformes,
wesmea,passeriformes,
wesmog1,passeriformes,
wesowl1,strigiformes,
wespar1,passeriformes,
wespet1,procellariiformes,
wesple1,musophagiformes,
wespuf1,galbuliformes,
wesros1,psittaciformes,
wessan,charadriiformes,
wesspi,passeriformes,
wesspi1,passeriformes,
westan,passeriformes,
westho1,passeriformes,
westin1,piciformes,
westra1,galliformes,
weswah1,passeriformes,
weswhi1,passeriformes,
weswhi2,passeriformes,
weswhi4,passeriformes,
weteag1,accipitriformes,
wetfig1,passeriformes,
wethil1,caprimulgiformes,
wetjer2,passeriformes,
wetpig1,columbiformes,
wetsab2,caprimulgiformes,
wetsab3,caprimulgiformes,
wetshe,procellariiformes,
wettyr1,passeriformes,
wewpew,passeriformes,
weywea1,passeriformes,
wfbcha1,passeriformes,
wfbeat1,coraciiformes,
wfcdov1,columbiformes,
wfgtyr1,passeriformes,
wfqdov,columbiformes,
wfqdov1,columbiformes,
wfsowl2,strigiformes,
wfspet,procellariiformes,
wfwduc1,anseriformes,
wfweye1,passeriformes,
whbant1,passeriformes,
whbant2,passeriformes,
whbant3,passeriformes,
whbant4,passeriformes,
whbant5,passeriformes,
whbant6,passeriformes,
whbant7,passeriformes,
whbbab1,passeriformes,
whbbab2,passeriformes,
whbbab3,passeriformes,
whbbla2,passeriformes,
whbblt1,passeriformes,
whbbul2,passeriformes,
whbbus2,otidiformes,
whbbus4,passeriformes,
whbcan1,passeriformes,
whbcha1,galliformes,
whbcha2,passeriformes,
whbcin1,passeriformes,
whbcon1,passeriformes,
whbcou1,cuculiformes,
whbcou3,cuculiformes,
whbcra1,gruiformes,
whbcro2,passeriformes,
whbcus1,passeriformes,
whbcus2,passeriformes,
whbcus4,passeriformes,
whbdac1,passeriformes,
whbdro1,passeriformes,
