TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
27632,species,bonthr2,Bonin Thrush,Zoothera terrestris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27633,species,sacthr2,Makira Thrush,Zoothera margaretae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27634,species,sacthr3,Guadalcanal Thrush,Zoothera turipavae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27635,species,oltthr1,Bassian Thrush,Zoothera lunulata,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27639,species,nebthr1,New Britain Thrush,Zoothera talaseae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27640,species,bouthr1,Bougainville Thrush,Zoothera atrigena,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27641,species,rutthr1,Russet-tailed Thrush,Zoothera heinei,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27642,issf,rutthr2,Russet-tailed Thrush (Russet-tailed),Zoothera heinei [heinei Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rutthr1
27646,issf,rutthr3,Russet-tailed Thrush (Mussau),Zoothera heinei eichhorni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rutthr1
27647,slash,y01007,Bassian/Russet-tailed Thrush,Zoothera lunulata/heinei,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27648,species,fabthr1,Fawn-breasted Thrush,Zoothera machiki,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27649,spuh,zoothe1,Zoothera sp.,Zoothera sp.,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27650,species,sulthr1,Sulawesi Thrush,Cataponera turdoides,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27655,species,fruith1,Fruit-hunter,Chlamydochaera jefferyi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27656,species,purcoc1,Purple Cochoa,Cochoa purpurea,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27657,species,grecoc1,Green Cochoa,Cochoa viridis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27658,slash,y01009,Purple/Green Cochoa,Cochoa purpurea/viridis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27659,species,sumcoc1,Sumatran Cochoa,Cochoa beccarii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27660,species,javcoc1,Javan Cochoa,Cochoa azurea,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27661,species,varthr,Varied Thrush,Ixoreus naevius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27665,species,bbnthr1,Black-billed Nightingale-Thrush,Catharus gracilirostris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27668,species,obnthr1,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27669,issf,orbnit1,Orange-billed Nightingale-Thrush (Brown-headed),Catharus aurantiirostris [melpomene Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,obnthr1
27675,issf,orbnit2,Orange-billed Nightingale-Thrush (Gray-headed),Catharus aurantiirostris [griseiceps Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,obnthr1
27679,issf,orbnit3,Orange-billed Nightingale-Thrush (Orange-billed),Catharus aurantiirostris [aurantiirostris Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,obnthr1
27686,species,sbnthr1,Slaty-backed Nightingale-Thrush,Catharus fuscater,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27687,issf,slbnit2,Slaty-backed Nightingale-Thrush (Black-backed),Catharus fuscater hellmayri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,sbnthr1
27688,issf,slbnit1,Slaty-backed Nightingale-Thrush (Slaty-backed),Catharus fuscater [fuscater Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,sbnthr1
27695,species,runthr1,Russet Nightingale-Thrush,Catharus occidentalis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27700,species,rcnthr1,Ruddy-capped Nightingale-Thrush,Catharus frantzii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27708,slash,y00426,Russet/Ruddy-capped Nightingale-Thrush,Catharus occidentalis/frantzii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27709,species,bhnthr1,Black-headed Nightingale-Thrush,Catharus mexicanus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27713,species,spnthr1,Yellow-throated Nightingale-Thrush,Catharus dryas,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27716,species,sponit2,Speckled Nightingale-Thrush,Catharus maculatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27719,species,veery,Veery,Catharus fuscescens,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27724,species,gycthr,Gray-cheeked Thrush,Catharus minimus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27727,species,bicthr,Bicknell's Thrush,Catharus bicknelli,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27728,hybrid,x00865,Veery x Bicknell's Thrush (hybrid),Catharus fuscescens x bicknelli,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27729,slash,y00225,Gray-cheeked/Bicknell's Thrush,Catharus minimus/bicknelli,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27730,species,swathr,Swainson's Thrush,Catharus ustulatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27731,issf,swathr1,Swainson's Thrush (Russet-backed),Catharus ustulatus [ustulatus Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,swathr
27735,issf,swathr2,Swainson's Thrush (Olive-backed),Catharus ustulatus [swainsoni Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,swathr
27739,species,herthr,Hermit Thrush,Catharus guttatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27740,issf,herthr1,Hermit Thrush (guttatus Group),Catharus guttatus [guttatus Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,herthr
27745,issf,herthr2,Hermit Thrush (auduboni Group),Catharus guttatus [auduboni Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,herthr
27749,issf,herthr3,Hermit Thrush (faxoni/crymophilus),Catharus guttatus faxoni/crymophilus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,herthr
27752,spuh,cathus,Catharus sp.,Catharus sp.,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27753,species,woothr,Wood Thrush,Hylocichla mustelina,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27754,species,blasol1,Black Solitaire,Entomodestes coracinus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27755,species,whesol1,White-eared Solitaire,Entomodestes leucotis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27756,species,rubsol1,Rufous-brown Solitaire,Cichlopsis leucogenys,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27757,issf,rubsol2,Rufous-brown Solitaire (Chestnut-throated),Cichlopsis leucogenys chubbi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rubsol1
27758,issf,rubsol3,Rufous-brown Solitaire (Peruvian),Cichlopsis leucogenys peruviana,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rubsol1
27759,issf,rubsol4,Rufous-brown Solitaire (Guianan),Cichlopsis leucogenys gularis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rubsol1
27760,issf,rubsol5,Rufous-brown Solitaire (Rufous-brown),Cichlopsis leucogenys leucogenys,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rubsol1
27761,species,aztthr,Aztec Thrush,Ridgwayia pinicola,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27762,species,sibthr1,Siberian Thrush,Geokichla sibirica,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27765,species,piethr1,Pied Thrush,Geokichla wardii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27766,species,spgthr1,Spotted Ground-Thrush,Geokichla guttata,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27767,issf,spogrt1,Spotted Ground-Thrush (Lotti),Geokichla guttata maxis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,spgthr1
27768,issf,spogrt2,Spotted Ground-Thrush (Upemba),Geokichla guttata lippensi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,spgthr1
27769,issf,spogrt3,Spotted Ground-Thrush (Spotted),Geokichla guttata [guttata Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,spgthr1
27773,species,bkegrt1,Black-eared Ground-Thrush,Geokichla camaronensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27774,issf,bkegrt2,Black-eared Ground-Thrush (Cameroon),Geokichla camaronensis camaronensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,bkegrt1
27775,issf,bkegrt3,Black-eared Ground-Thrush (Grauer's),Geokichla camaronensis graueri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,bkegrt1
27776,species,grygrt1,Gray Ground-Thrush,Geokichla princei,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27777,issf,grygrt2,Gray Ground-Thrush (Prince's),Geokichla princei princei,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,grygrt1
27778,issf,grygrt3,Gray Ground-Thrush (Bates's),Geokichla princei batesi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,grygrt1
27779,species,crgthr1,Crossley's Ground-Thrush,Geokichla crossleyi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27780,issf,crogrt1,Crossley's Ground-Thrush (Crossley's),Geokichla crossleyi crossleyi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,crgthr1
27781,issf,crogrt2,Crossley's Ground-Thrush (Itombwe),Geokichla crossleyi pilettei,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,crgthr1
27782,species,obgthr1,Oberländer's Ground-Thrush,Geokichla oberlaenderi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27783,species,abgthr1,Abyssinian Ground-Thrush,Geokichla piaggiae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27784,issf,abygrt1,Abyssinian Ground-Thrush (Abyssinian),Geokichla piaggiae [piaggiae Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,abgthr1
27790,issf,kigthr1,Abyssinian Ground-Thrush (Kivu),Geokichla piaggiae tanganjicae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,abgthr1
27791,species,orgthr1,Orange Ground-Thrush,Geokichla gurneyi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27797,species,spwthr1,Spot-winged Thrush,Geokichla spiloptera,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27798,species,ashthr1,Ashy Thrush,Geokichla cinerea,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27799,species,burthr1,Buru Thrush,Geokichla dumasi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27800,species,serthr2,Seram Thrush,Geokichla joiceyi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27801,species,chcthr1,Chestnut-capped Thrush,Geokichla interpres,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27802,species,engthr1,Enggano Thrush,Geokichla leucolaema,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27803,species,chbthr1,Chestnut-backed Thrush,Geokichla dohertyi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27804,species,orbthr1,Orange-banded Thrush,Geokichla peronii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27807,species,slbthr1,Slaty-backed Thrush,Geokichla schistacea,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27808,species,rubthr2,Rusty-backed Thrush,Geokichla erythronota,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27811,species,rabthr1,Red-and-black Thrush,Geokichla mendeni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27812,species,orhthr1,Orange-headed Thrush,Geokichla citrina,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27813,issf,orhthr2,Orange-headed Thrush (Orange-headed),Geokichla citrina [citrina Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,orhthr1
27820,issf,orhthr3,Orange-headed Thrush (White-throated),Geokichla citrina cyanota,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,orhthr1
27821,issf,orhthr4,Orange-headed Thrush (Plain-winged),Geokichla citrina albogularis/andamanensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,orhthr1
27824,issf,orhthr5,Orange-headed Thrush (Buff-throated),Geokichla citrina [aurimacula Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,orhthr1
27828,spuh,geokic1,Geokichla sp.,Geokichla sp.,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27829,species,chithr2,Chinese Thrush,Turdus mupinensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27830,species,grothr2,Ethiopian Thrush,Turdus simensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27831,species,grothr1,Groundscraper Thrush,Turdus litsitsirupa,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27835,species,misthr1,Mistle Thrush,Turdus viscivorus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27839,species,sonthr1,Song Thrush,Turdus philomelos,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27844,species,abythr1,Abyssinian Thrush,Turdus abyssinicus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27845,issf,abythr2,Abyssinian Thrush (Ngorongoro),Turdus abyssinicus oldeani,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,abythr1
27846,issf,abythr3,Abyssinian Thrush (Abyssinian),Turdus abyssinicus [abyssinicus Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,abythr1
27852,species,taithr1,Taita Thrush,Turdus helleri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27853,species,usathr1,Usambara Thrush,Turdus roehli,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27854,species,redwin,Redwing,Turdus iliacus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27855,issf,redwin1,Redwing (Icelandic),Turdus iliacus coburni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,redwin
27856,issf,redwin2,Redwing (Eurasian),Turdus iliacus iliacus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,redwin
27857,species,mourob1,Mountain Thrush,Turdus plebejus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27860,species,eurbla,Eurasian Blackbird,Turdus merula,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27868,species,pabthr1,Pale-breasted Thrush,Turdus leucomelas,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27872,species,cocthr1,Cocoa Thrush,Turdus fumigatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27873,issf,cocthr2,Cocoa Thrush (Lesser Antillean),Turdus fumigatus personus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,cocthr1
27874,issf,cocthr3,Cocoa Thrush (Cocoa),Turdus fumigatus [fumigatus Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,cocthr1
27878,species,hauthr1,Hauxwell's Thrush,Turdus hauxwelli,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27879,species,yelthr1,Yellow-legged Thrush,Turdus flavipes,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27885,species,pavthr1,Pale-vented Thrush,Turdus obsoletus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27889,species,whtrob1,White-throated Thrush,Turdus assimilis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27890,issf,whtthr1,White-throated Thrush (White-throated),Turdus assimilis [assimilis Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,whtrob1
27901,issf,whtthr2,White-throated Thrush (Dagua),Turdus assimilis daguae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,whtrob1
27902,species,whnrob1,White-necked Thrush,Turdus albicollis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27903,issf,whnthr1,White-necked Thrush (Gray-flanked),Turdus albicollis [phaeopygus Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,whnrob1
27907,issf,whnthr2,White-necked Thrush (Rufous-flanked),Turdus albicollis [albicollis Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,whnrob1
27912,species,rubthr1,Rufous-bellied Thrush,Turdus rufiventris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27915,species,clcrob,Clay-colored Thrush,Turdus grayi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27925,species,baerob1,Spectacled Thrush,Turdus nudigenis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27928,species,ecuthr1,Ecuadorian Thrush,Turdus maculirostris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27929,species,hauthr3,Varzea Thrush,Turdus sanchezorum,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27930,slash,y00755,Hauxwell's/Varzea Thrush,Turdus hauxwelli/sanchezorum,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27931,species,unithr1,Unicolored Thrush,Turdus haplochrous,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27932,species,somthr1,Somali Thrush,Turdus ludoviciae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27933,species,chibla1,Chinese Blackbird,Turdus mandarinus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27936,species,abethr1,African Bare-eyed Thrush,Turdus tephronotus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27937,species,kurthr1,Kurrichane Thrush,Turdus libonyana,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27942,species,comthr1,Comoro Thrush,Turdus bewsheri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27946,species,yemthr1,Yemen Thrush,Turdus menachensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27947,species,olithr2,Olive Thrush,Turdus olivaceus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27954,species,karthr1,Karoo Thrush,Turdus smithi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27955,hybrid,x01034,Olive x Karoo Thrush (hybrid),Turdus olivaceus x smithi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27956,slash,y01008,Olive/Karoo Thrush,Turdus olivaceus/smithi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27957,species,forthr1,Forest Thrush,Turdus lherminieri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27962,species,paethr1,Pale-eyed Thrush,Turdus leucops,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27963,species,whethr1,White-eyed Thrush,Turdus jamaicensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27964,species,lasthr1,La Selle Thrush,Turdus swalesi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27967,species,blarob1,Black Thrush,Turdus infuscatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27968,species,soorob1,Sooty Thrush,Turdus nigrescens,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27969,species,amerob,American Robin,Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27970,issf,amerob3,American Robin (nigrideus),Turdus migratorius nigrideus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,amerob
27971,issf,amerob1,American Robin (migratorius Group),Turdus migratorius [migratorius Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,amerob
27977,issf,amerob2,American Robin (San Lucas),Turdus migratorius confinis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,amerob
27978,slash,y00822,Varied Thrush/American Robin,Ixoreus naevius/Turdus migratorius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27979,species,rubrob,Rufous-backed Robin,Turdus rufopalliatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27980,issf,rubrob1,Rufous-backed Robin (Rufous-backed),Turdus rufopalliatus rufopalliatus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rubrob
27981,issf,rubrob2,Rufous-backed Robin (Grayson's),Turdus rufopalliatus graysoni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,rubrob
27982,species,rucrob1,Rufous-collared Robin,Turdus rufitorques,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27983,species,austhr1,Austral Thrush,Turdus falcklandii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27984,issf,austhr2,Austral Thrush (Magellan),Turdus falcklandii magellanicus/pembertoni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,austhr1
27987,issf,austhr3,Austral Thrush (Falkland),Turdus falcklandii falcklandii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,austhr1
27988,species,plbthr2,Plumbeous-backed Thrush,Turdus reevei,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27989,species,slathr3,Blacksmith Thrush,Turdus subalaris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27990,species,lawthr1,Lawrence's Thrush,Turdus lawrencii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27991,species,bkbthr4,Pantepui Thrush,Turdus murinus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27992,species,trithr1,Tristan Thrush,Turdus eremita,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27996,species,crbthr1,Creamy-bellied Thrush,Turdus amaurochalinus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27997,species,blbthr1,Black-billed Thrush,Turdus ignobilis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
27998,issf,bkbthr1,Black-billed Thrush (Drab),Turdus ignobilis ignobilis/goodfellowi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,blbthr1
28001,issf,bkbthr2,Black-billed Thrush (Amazonian),Turdus ignobilis debilis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,blbthr1
28002,species,bkbthr3,Campina Thrush,Turdus arthuri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28003,slash,y01159,Pantepui/Campina Thrush,Turdus murinus/arthuri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28004,slash,y01160,Black-billed/Campina Thrush,Turdus ignobilis/arthuri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28005,species,marthr2,Marañon Thrush,Turdus maranonicus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28006,species,chbthr2,Chestnut-bellied Thrush,Turdus fulviventris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28007,species,blhthr1,Black-hooded Thrush,Turdus olivater,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28016,species,grethr1,Great Thrush,Turdus fuscater,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28024,species,chithr1,Chiguanco Thrush,Turdus chiguanco,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28025,issf,chithr4,Chiguanco Thrush (chiguanco/conradi),Turdus chiguanco chiguanco/conradi,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,chithr1
28028,issf,chithr3,Chiguanco Thrush (anthracinus),Turdus chiguanco anthracinus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,chithr1
28029,species,slathr2,Andean Slaty Thrush,Turdus nigriceps,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28030,species,glbthr1,Glossy-black Thrush,Turdus serranus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28036,species,prithr1,Principe Thrush,Turdus xanthorhynchus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28037,species,satthr1,Sao Tome Thrush,Turdus olivaceofuscus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28038,species,whcthr1,White-chinned Thrush,Turdus aurantius,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28039,species,grcthr1,Grand Cayman Thrush,Turdus ravidus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28040,species,relthr1,Red-legged Thrush,Turdus plumbeus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28041,issf,relthr5,Red-legged Thrush (Bahamas),Turdus plumbeus plumbeus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,relthr1
28042,issf,relthr11,Red-legged Thrush (Cuban),Turdus plumbeus [rubripes Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,relthr1
28046,issf,relthr3,Red-legged Thrush (Antillean),Turdus plumbeus ardosiaceus/albiventris,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,relthr1
28049,species,afrthr1,African Thrush,Turdus pelios,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28050,issf,afrthr2,African Thrush (African),Turdus pelios [pelios Group],Passeriformes,Turdidae (Thrushes and Allies),Thrushes,afrthr1
28057,issf,afrthr3,African Thrush (Black-lored),Turdus pelios nigrilorum/poensis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,afrthr1
28060,issf,afrthr4,African Thrush (Orange-bellied),Turdus pelios stormsi/graueri,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,afrthr1
28063,species,islthr24,Taiwan Thrush,Turdus niveiceps,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28064,species,gywbla1,Gray-winged Blackbird,Turdus boulboul,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28065,species,eurbla2,Indian Blackbird,Turdus simillimus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28066,issf,indbla1,Indian Blackbird (Indian),Turdus simillimus simillimus/bourdilloni,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,eurbla2
28069,issf,indbla2,Indian Blackbird (Black-capped),Turdus simillimus nigropileus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,eurbla2
28070,issf,indbla3,Indian Blackbird (Sri Lanka),Turdus simillimus kinnisii,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,eurbla2
28071,species,japthr1,Japanese Thrush,Turdus cardis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28072,species,gybthr1,Gray-backed Thrush,Turdus hortulorum,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28073,species,ticthr1,Tickell's Thrush,Turdus unicolor,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28074,species,blbthr2,Black-breasted Thrush,Turdus dissimilis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28075,hybrid,x01043,Japanese x Black-breasted Thrush (hybrid),Turdus cardis x dissimilis,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28076,species,gysthr1,Gray-sided Thrush,Turdus feae,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28077,species,eyethr,Eyebrowed Thrush,Turdus obscurus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28078,slash,y01053,Gray-sided/Eyebrowed Thrush,Turdus feae/obscurus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28079,species,brhthr1,Brown-headed Thrush,Turdus chrysolaus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28082,species,izuthr1,Izu Thrush,Turdus celaenops,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28083,species,palthr1,Pale Thrush,Turdus pallidus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
28084,species,islthr1,Island Thrush,Turdus poliocephalus,Passeriformes,Turdidae (Thrushes and Allies),Thrushes,
